GenSymb	LAU125_TPM	LAU355_TPM	LAU1255_TPM	LAU1314_TPM
KCND3	0.02	0.11	0.27	0.04
APLN	4.99	0	0.36	0.06
KRTAP4-4	0	0	0	0
KRT13	0	0.01	0	0
XAGE3	0	0	2.58	0
KRT9	0	0	0	0
XAGE5	0	0	0	0.78
PDE7B	0.7	0.89	1.6	0.81
MRPL36	18.36	10.49	20.86	13.06
ZNF581	3.81	11.99	6.63	14.92
NAT1	9.21	4.83	4.03	10.85
KRT20	0	0	0	0
GLOD5	0.09	0	0	0
KSR2	0.01	0.12	0.03	0.23
ZNF524	0.46	2.03	1.37	2.52
MCC	26.54	1.35	8.17	0.86
KRT27	0.03	0	0.1	0
ZBTB26	2.3	3.96	1.9	4.39
CDK5R2	0.11	0.02	0.23	0
DSEL	0.08	0.24	0.27	0.11
POLR1C	36.85	17.1	25.31	16.82
ASXL1	25.24	33.73	17.18	34.2
OR1L6	0	0	0	0
DLK2	0.32	0.54	0.14	0.62
ZNF562	6.27	4.93	3.92	7.21
ZNF318	12.33	31.8	7.87	32.35
ZNF561	29.09	23.28	15.88	23.09
WIPF2	13.08	13.36	10.39	16.26
HOPX	1.42	27.9	7.16	34.65
SPACA5B	0	0	0	0
OR1L3	0	0	0	0
NLRP5	0	0	0	0.04
LRRC8C	3.72	8.81	7.12	8.56
SPACA5	0	0	0	0
RSL1D1	166.16	143.91	109.55	142.08
LRRC8D	22.62	37.87	32.7	35.77
MROH2B	0	0.01	0	0.03
OR1L8	0	0.16	0	0.08
PPID	42.4	33.21	28.26	38.16
OR1N2	0	0	0	0
COL24A1	5.53	0.32	0.27	0.3
ETFDH	25.49	6.89	8.3	7.54
OR1N1	0	0	0	0
RXFP1	0.04	0	0.03	0.08
LPAR3	0.02	0.04	1.2	0.3
PTGER4	2.27	77.59	31.26	25.81
TBCA	548.82	272.06	295.02	312.57
NEUROD2	0	0.01	0	0
MAP6	2.12	0.09	0.25	0.35
OTP	0.03	0	0.05	0
ECEL1	0.22	0.03	0.01	0.06
BCL2L1	48.48	15.28	70.26	22.66
FGG	0.02	0.12	0	0
FGA	0	0	0	0
OR2AT4	0	0	0.07	0
FGB	0	0	0	0.03
PLRG1	36.8	46.83	33.13	53.27
RAB4B	7.65	17.81	8.32	23.36
ZNF584	8.18	1.43	6.01	3.04
DSCAM	0	0	0	0.01
DNAI2	0	0.1	0.03	0
NMUR1	0.02	0.22	0.1	0.2
CLSTN1	146.01	54.27	48.86	56.73
CXXC5	31.44	38.18	17.28	41.5
ZNF274	9.29	19.1	5.67	13.39
PIK3CD	4.83	65.36	25.54	67.85
PTCRA	0	2.46	0.68	3.13
SLC25A33	14.62	8.27	8.66	6.84
ENC1	43.37	7.19	4.34	5.29
SPSB1	40.39	3.32	14.74	7.58
P2RY6	0.11	1.37	1.48	0.62
BPTF	31.38	36.59	19.12	41.58
S100Z	0.2	2.79	0.24	2.36
ZIK1	7.02	7.12	2.34	7.98
GPR82	0.16	1.23	0.31	2.27
NMRAL2P	0.09	0.42	0.36	0.11
GPR34	0.22	4.19	2.6	2.94
SHANK2-AS3	0.14	0.37	0.14	0.37
PLEKHG5	0.42	0.23	0.28	0.13
ATF7IP	22.36	79.34	21.22	56.24
LKAAEAR1	0	0	0	0
RGS19	2.39	24.03	4.93	32.31
TCEA2	15.52	9	14.89	6.8
DEFB4A	0	0	0	0
ANO5	2.41	0.07	0.04	0.08
HDAC3	56.02	69.86	34.93	67.04
C1orf111	0	0.02	0	0.03
GPHN	7.25	3.31	3.91	2.87
VAT1L	0.05	0.32	0.03	0.46
TMEM51	64.43	0.92	23	0.99
CAMTA1	63.28	31.43	39.69	39.22
LGALS4	0.06	0.28	0.07	0.21
LRRC34	1.21	3.45	0.35	1.97
PAH	0.02	0.03	0.01	0.05
SPATA5L1	8.91	6.01	6.66	8.26
GATM	20.04	14.41	6.39	10.09
SYCE1	0	0.43	0.27	0.14
NXNL1	0	0	0	0
RASGRP4	0.19	1.11	0.55	0.84
NHLH1	0.04	0.06	0.03	0.03
SLFNL1	0.05	0.03	0.03	0.08
BCL2	12.31	49.84	16.11	41.6
RHNO1	46.35	38.19	23.31	30.66
CTPS1	21.55	23.82	20.41	27.82
UTF1	0	0	0	0
KNDC1	0	0.01	0	0.02
WDR87	0	0	0	0.02
METTL18	5.04	7.98	4.31	11.69
CFAP46	0	0	0	0.02
COL8A2	0.56	0.23	0.97	0.41
PWWP2B	0.34	0.74	0.37	1.25
PCDHB1	0	0	0	0.01
ZNF540	0.13	0.93	0.15	1.28
ANGPTL7	4.82	0	0.16	0
FBXL14	1.81	2.65	1.3	3.24
EXOSC10	49.19	23.79	30.13	28.12
ZNF570	2.67	2.66	1.69	3.39
NINJ2	2.02	10.36	3.25	12.74
MLLT3	10.25	24.44	18.75	16.58
FAM90A1	0.03	0.19	0.02	0.07
RRM2	24.71	24.91	37.96	64.24
TRAPPC12	13.63	35.29	25.15	30.5
IFNB1	0	0	0	0.03
RPS21	276.66	753.7	309.9	798.31
C3AR1	1.08	8.87	12.66	3.12
MRM3	7.06	6.14	3.49	6.27
PTEN	37.53	135.93	87.61	163.93
RPS7	896.06	2362.27	1109.58	2277.9
PRND	0.05	0.03	0.01	0.11
RNASEH1	6.05	11.98	11.44	9.06
PRNP	301.14	67.48	114.17	61.71
KLF17	0.15	0	0.19	0.11
ADRA1D	0.03	0	0.02	0
FRMD5	3.37	0.23	1.87	0.21
AQP4	2.34	0	0.2	0.01
CYP4F11	0	0	0.03	0.15
TLN2	11.71	0.32	5.08	0.1
LGALS9C	0	0.43	0.14	0.41
TVP23B	31.86	16.44	10.13	25.39
FBXW10	0.01	0	0	0
OR10H3	0	0	0	0
ZNF217	17.5	42.53	17.4	54.27
OR10H2	0	0.02	0	0
SRGAP2C	42.45	10.79	27.82	14.1
OR52A5	0	0	0	0
SCG2	21.97	0.06	7.1	0.44
ATPAF2	14.87	22.67	8.98	23.98
CYP4F22	0	0.23	0.14	0.35
FOXB1	0	0.02	0	0
PPIH	48.55	60.17	40.19	68.36
DRC3	0.78	0.76	0.22	1.15
ZNF57	3	1.57	3.63	1.73
C20orf196	5.04	11.24	4.41	16.77
C11orf40	0	0	0	0
JMJD1C	12.83	48.23	19.21	47.2
LDHAL6B	0.04	0.21	0.01	0.19
SYNPO	14.81	15.35	4.06	10.71
ZNF556	0.01	0.08	0.01	0.1
MAL	0.6	30.39	21.46	21.14
ZNF554	2.03	2.12	1.23	2.47
RAB33B	4.82	6.59	3.67	6.82
THOP1	4.15	5.77	4.93	6.04
ANKRD20A4	0.44	0.06	0.1	0.18
REG3A	0.05	0	0.04	0
GAP43	0.06	0.08	0	0.17
REG1B	0	0	0	0.02
EPHX4	0	0	1.1	0
LAMB2	178.6	0.83	161.96	1.05
USP19	18.32	13.81	17.73	18.62
MIR6890	155.06	132.62	131.16	131.18
ORMDL3	16.53	51.45	23.08	41.99
SERF1A	6.81	1.83	3.48	2.54
KLF11	7.28	15.29	9.56	6.73
LRRC15	0.03	0.01	0	0.01
SMN1	39.15	33.57	32.73	41.09
EIF2AK3	26.2	28.31	20.31	33.2
TEX37	0	0	0	0
MOB3A	7.53	52.38	15.3	60.52
KRCC1	51.05	55.37	12.35	62.14
NME6	13.39	13.39	12.98	15.61
CYCS	202.16	94.94	152.34	95.53
CD8B	0.54	40.52	47.66	34.85
SLFN12	9.5	4.24	5.59	5.57
CALB2	1.35	0	0	0
SLC9C1	0.24	0.11	0.26	0.05
OR1A1	0	0	0	0
OR1A2	0	0	0	0
OR8I2	0	0	0	0
LCE1D	0	0	0	0
CCL11	0	0	0	0
FRMD3	0.17	0.66	3.4	0.75
SNTB1	85.65	6.65	10.66	4.66
MTBP	5.75	2.93	2.48	3.94
TEFM	6.53	4.64	3.01	8.04
MRPL13	63.56	21.85	28.91	25.12
MALT1	14.8	48.47	15.05	59.45
PRL	0	0.02	0.02	0.05
ISG20	1.36	35.54	21.24	51.19
OR4C11	0	0	0	0
MBOAT1	9.81	2.31	5.99	2.49
OR8U1	0	0	0	0
ID4	43.09	0.03	11.72	0.15
OR4X2	0	0	0	0
GPR22	0.02	0	0	0.05
CXCR6	0.28	3.9	16.4	11.63
CEBPB	4.74	5.66	11.6	3.27
AZU1	0.21	0.55	0.29	0.39
TPSAB1	0.29	3.03	0.06	0.15
ATOH1	0	0	0	0
PAIP1	89.1	35.18	89.66	34.23
CLEC7A	1.44	7.35	9.2	4.43
C5orf34	2.81	1.95	2.61	3.69
C1QTNF4	0.05	0	0	0.04
SERHL	0.41	0	0.08	0.17
NEGR1	26.8	0.73	0.45	0.96
ZNF131	38.34	45.14	31.39	51.31
MACROD2	6.65	12	2.06	18.15
DPAGT1	22.28	16.15	13.89	15.77
BSG	121.4	37.62	119.06	54.62
HINFP	8.48	14.27	5.54	15.24
CDY1	0	0	0	0
OR10V1	0	0.02	0	0
CERS6	20.58	12.49	17.51	10.6
SPTLC3	2.2	0.98	2.09	0.75
COPRS	50.38	11.14	30.54	17.52
TP53RK	13.53	5.84	9.68	8.81
B3GALT1	6.47	0	0.02	0.3
OR5A1	0	0	0	0
CLEC12A	0.79	3.19	4.25	0.98
OR5A2	0	0	0.02	0
BPGM	21.42	13.52	12.51	12.42
POP7	9.92	4.73	5.95	7.27
ALG14	8.4	8.31	8.82	6.54
SUCLG2	72.23	55.09	42.31	57.52
STARD5	1.55	6.72	3.14	6.08
CSDC2	0.06	0.08	0	0
RCAN2	25.92	0.19	0.33	1.01
IL16	5.19	204.48	25.35	204.38
ABCG4	0.12	0.01	0	0.02
CDY1B	0	0	0	0
GNB2	59.38	53.68	44.33	70.73
CFAP53	0.74	0.18	0.3	0.1
OR5B12	0	0	14.4	0.05
OR5B2	0	0	0.94	0
LOC100287175	1.22	1.66	1.78	1.98
PDZD3	0.02	0.08	0	0.05
C2CD2L	2.91	6.39	4.18	5.71
OR9I1	0	0	0	0
MIR5572	58.71	0.35	21.02	1.19
GNG12	100.36	0.18	65.81	1.52
PRSS27	0.17	0.19	0.04	0.04
MYOZ2	0.09	0.03	0.38	0.1
SYNPO2	0.13	0.27	0.53	0.62
DNAJB7	0.1	0.09	0.11	0.21
CLP1	8.2	6.02	14.62	6.09
INSL5	0	0	0	0
EFCAB3	0.68	0.01	0.01	0.02
TTC36	0	0	0	0
RSPH9	0.95	0.27	1.35	0.53
COPS9	18.66	15.82	8.57	16.01
GTPBP2	27.14	31.89	33.77	29.78
FGGY	21.14	6.21	12.59	7.43
OR9G4	0	0	0	0
IL17D	11.61	0.32	1.42	0.33
OR5AR1	0	0	0	0
PRSS30P	0.07	0.12	0.18	0
FUT9	0	0	0	0
OR5AP2	0	0	0	0
TCEAL1	15.12	11.99	15.47	11.09
ZNF24	65.9	56.65	40.72	58.49
HSFY1	0.02	0	0	0
MANEA	15.64	8.59	4.32	10.8
RAB40A	0.13	0.05	0.13	0.01
C2orf54	0.02	0	0	0
AGXT	0.07	0.07	0.05	0.01
OR8J1	0	0.06	0	0.14
OR5T3	0	0	0	0
AFF1	27.86	23.88	19.69	31.16
ACOT12	0	0.02	0.15	0.04
FIBP	64.42	45.24	26.66	54.5
CARNS1	0.11	1.01	0.25	1.55
OR10H5	0	0	0	0
BANP	11.96	14.6	7.27	18.83
PPP1CA	55.26	128.48	54.96	163.12
HCFC1	11.58	17.65	10.54	16.96
FAM170B	0	0.03	0.02	0.03
CTSW	1.86	53.5	40.94	42.53
NIPAL4	0.2	1.54	0.53	1.82
MUCL1	0	0	0	0
SNTG2	0	0.12	0.16	0.82
FNDC9	0.05	0.28	0.65	0.33
PDE3A	56.07	0.02	1.3	0.06
RASGRP1	1.13	23.77	10.92	26.56
KLHL6	1.5	37.39	5.35	45.86
CHCHD1	6.54	13.77	11.38	16.66
MRPL52	23.69	17.37	20.88	24.42
SMPDL3A	8.63	4.33	9.98	1.68
RND1	0.33	4.08	0.82	1.39
RAD9A	4.7	8.95	3.75	7.89
EFEMP2	28.97	0.51	3.12	2.12
OR10AD1	0.1	0.11	0	0.03
AGAP5	0.38	1.17	0.38	1.28
FAM21C	30.15	49.66	32.65	46.43
TMEM134	3.38	10.34	3.21	9.29
ZMAT3	59.22	7.92	16.84	10.44
ZFAND4	5.6	18.4	7.01	27.83
THEMIS	0.49	26.83	9.53	15.34
MOS	0	0	0	0.02
MS4A10	0.2	0.11	0.13	0.1
SLFN11	0.94	12.84	5.69	16.57
FAM71D	0	0.15	0.17	0
CCL19	0.08	2	0.58	2.03
CORO1B	10.35	7.22	10.36	6.64
FUT10	10.76	3.96	3.35	3.14
LRRC20	3.25	1.68	2.07	2.29
MUS81	8.95	12.54	8.06	14.59
PURG	0.01	0	0	0
TMEM217	1.39	0.09	0.51	0.53
OR4D9	0	0	0	0
ZNF596	6.76	2.19	0.89	1.65
COL6A5	0	0.02	0	0
CFL1	645.86	979	509.44	1049.66
TMCC1	28.41	15.88	12.09	15.13
NAA16	4.88	17.22	5.35	12.95
OR5B3	0	0	0	0
EFCAB12	0.13	0.91	0.13	0.9
OR10W1	0	0	0	0
FAM192A	46.9	46.76	30.14	51.66
RAB43	1.33	3.93	2.75	2.43
FADS6	0	0	0	0
CBWD1	66.24	37.96	36.65	43.09
HOXC5	0.58	0	0.12	0
RAB37	1.03	34.73	9.74	39.26
DCP2	20.92	28.29	12.33	38.69
SNX32	2.37	3.12	0.41	0.74
RPL38	769.08	1496.63	727.25	1552.21
CYP7B1	55.1	0.93	0.21	0.3
OVOL1	0.02	0.01	0	0.02
RARG	13.76	2.93	5.26	2.94
CES4A	0.21	0.89	0.43	0.32
CES3	2.79	0.54	5.16	0.45
SSH3	2.78	2.46	2.07	1.43
CES2	15.26	9.66	6.71	8.1
PDP2	3.66	1.79	2.73	1.75
SP3	53.58	52.51	30.95	68.21
KRT2	0	0.11	0.02	0
DMXL1	36.13	59.45	17.82	56.6
METAP1D	7.82	4.16	2.32	3.32
ZNF621	10.58	5.63	7.51	8.16
EGFL7	0.61	0.11	0.15	0.14
NADSYN1	9.24	22.6	23.95	24.61
DHCR7	16.13	7.84	13.73	7.49
FLJ42102	0.59	0.11	0.76	0.72
LVRN	0.12	0.09	0.07	0.06
NBEA	1.53	1.96	1.18	2.27
RNASEH2C	8.52	13.13	6.45	12.38
MYEOV	0.36	0.04	1.37	0.09
ANKRD13D	5.11	18.55	9.34	16.15
MRGPRF	0.02	0	0.01	0
MYD88	25.69	54.17	42.03	53.37
MRGPRD	0	0.02	0	0.03
OXSR1	23.51	22.1	22.67	23.58
SLC22A13	0.01	0	0.01	0.01
PHF8	12.04	18.26	10.78	19.77
LCLAT1	7.13	6.94	4.7	7.45
ADH6	0.28	0.17	0.31	0.42
MIR4435-2HG	12.5	11.16	51.02	13.03
XKR3	0	0	0	0.11
FRG2C	0	0	0.05	0.01
KAT5	40.56	34.23	19.99	42.3
SH3RF3	1.75	1.41	0.19	1.77
GXYLT2	20.05	0.27	6.24	0.22
HPSE2	1.55	0.03	0.04	0.03
DCAKD	9.26	6.24	4.49	6.73
ARPP21	0	0.44	0	0.49
TADA2B	10.66	24.58	9.04	23.75
CCDC96	0.55	1.71	0.85	0.83
GRK2	13.43	143.75	41.26	156.7
RELA	23.33	46.75	24.32	48.93
EVC2	1.52	0.42	0.41	0.44
ZNF680	10.76	10.97	2.94	13.4
MIR6861	10.48	13.03	5.68	15.25
FAM222B	8.92	3.44	4.33	4.63
BNC2	29.76	0.13	6.77	0.04
1-Dec	0.01	0.11	0.69	0.01
RXFP4	0	0.17	0	0
HPSE	2.7	4.43	7.86	4.25
COQ2	13.94	8.4	12.21	8.27
CCDC63	0.01	0.01	0	0
HSPA6	7.75	0.91	13.53	1.89
TRMT112	147.58	134.57	97.84	166.52
LRRN3	2.68	4.79	0.34	0.99
KDM2A	26.8	101.65	37.69	73.12
ACSM6	0	0.05	0	0
ADCK5	1.13	0.78	1.62	1.49
MRPL57	5.84	6.14	3.41	7.47
NOC3L	13.14	9.18	8.7	11.71
ESRRA	3.18	2.63	1.99	3.35
RHOD	0.8	0.4	1.23	0.2
ADAMTS20	0.01	0.02	0.04	0.03
COMMD1	46.56	26.08	35.34	29.91
RAPH1	9.29	1.01	8.73	3.2
MTX1	14.84	11.22	11.85	9.76
ADCY5	0.04	0.18	0.04	0
PARP14	11.16	38.16	25.67	44.68
CYSLTR1	18.61	48.54	12.19	45.85
PARP15	7.25	67.79	12.54	43.62
CKS1B	69.48	28.74	50.32	48.9
ABCD2	0.24	3.69	0.98	2.84
AHSA2	6.43	14.96	7.92	15.05
ABLIM3	27.44	0.41	6.76	0.23
MAB21L3	3.26	2.98	1.7	2.53
MFSD4B	2.21	2.6	0.93	2.04
VANGL1	17.61	1.35	13.99	1.95
GLRX	5.72	27.33	21.92	35.26
IQCB1	14.83	21.26	12.93	22.58
SYT12	0.05	0.1	0.04	0.07
GOLGB1	34.06	12.93	22.91	13.55
C11orf86	0	0	0	0
LIPM	0.02	0.07	0.22	0.02
GPR151	0.03	0	0	0
DMRT2	0	0.07	0	0
ZNF483	0.84	2.75	1.02	1.41
PLAC8L1	0.12	0	0.04	0
SLC2A14	0.02	0.04	0.01	0.82
GPR137	4.02	4.53	3.4	3.51
SNCG	3.92	0.1	0.03	0.03
MMRN2	0.72	0.27	0.62	0.31
MIR4784	15.65	13.67	5.64	18.24
TNKS	31.16	11.06	5.53	14.15
ZNF449	5.14	2.47	1.76	1.62
ZBTB21	7.34	12.61	7.72	7.53
PPP1R3B	17.46	3.92	11.98	3.82
OR10K1	0	0	0	0
FAM86B3P	0.94	0.72	0.52	0.43
GPR148	0	0	0	0
STOX2	0.7	0	1.38	0.02
MAP3K11	25.46	13.11	11.96	12.31
TRIB1	196.27	19.39	106.64	22.92
CST9	0	0	0	0
KCNK7	0.03	0.03	0.01	0.1
SFT2D3	2.36	0	0.39	0
C1QB	2.66	162.12	284.94	12.22
C1QA	1.46	100.37	180.27	9.58
NDNF	0.96	0.03	0.01	0
IQCF1	0	0	0	0
OLR1	1.17	0.18	18.07	0.97
GLIPR1L1	0.03	0.07	0.02	0.11
DAG1	67.88	6.05	63.58	6.63
INSM1	0	0.13	0.03	0.21
DAB1	0.04	0.3	0.02	0.4
ARV1	36.12	18.57	18.87	20.59
NAA20	70.03	23.66	41.37	31.23
CCDC36	3.03	0.89	0.49	1.17
RNASE8	0	0	0	0
SAA1	0	0.14	0	0
MINOS1	205.31	54.38	52.8	56.03
EHBP1L1	8.98	31.91	19.72	30.17
THAP2	1.44	1.78	0.7	2.7
TMEM196	0.07	0	0	0
RNF26	9.88	7.17	4.19	8.34
PPP1R14B	45.88	41.6	21.9	42.59
RNASE11	0	0	0.03	0
SSSCA1	4.28	6.99	3.34	9.45
AGR3	0	0	0	0
SMARCC1	82.98	71.82	52.53	84.11
ZNF417	1.51	2.38	1.44	2.66
PTPRM	132.24	1.84	29.57	1.32
FKBP2	43.31	27.28	32.03	37.06
VEGFB	52.5	26.04	30.7	26.81
PEAK1	18.85	6.73	3.88	5.82
TNFRSF10D	8.8	6.11	0.81	3.75
MST1	1.89	0.91	2.84	1.18
LOC254896	1.16	0.3	0.38	0.38
GMPPB	4.35	7.97	6.61	6.39
MOB1B	11.94	8.18	6.85	11.74
ZNF622	11.67	16.21	23.3	19.69
CSPG4	50.3	0.03	8.89	0.42
SNX33	5.61	0.55	5.42	0.6
C2orf70	1.08	0	0.26	0.01
NABP1	9.29	37.74	19.32	29.87
ADGRF3	0.04	0.34	0.31	0.48
NLRP13	0	0	0	0
MIR3175	26.17	62.23	23.57	54.55
XCR1	0.03	3.01	0.41	1.52
CCDC106	0.87	4.98	1.98	5
CCR9	0	0.65	0.13	1.4
CEP83	5.77	3.23	2.56	4.31
SULT1B1	0.06	2.71	0.2	0.62
NUDT4	70.67	23.63	40.11	33.15
PC	4.33	0.65	5.06	1.23
UGT2A1	0	0	0	0
SCAI	1.79	5.11	2.56	5.8
GPRC6A	0	0.02	0	0
NMNAT1	31.24	6.61	3.9	6.91
LRFN4	0.07	0.18	1.45	0.1
TRAPPC3L	0.06	0.02	0.76	0.02
APOBEC4	0.01	0.01	0	0.01
SLC19A1	3.43	2.48	2.96	1.27
HSPB7	40.33	0.01	0.65	0.01
RCE1	3.32	5.06	10.93	5.63
UQCRH	240.95	155.64	141.41	165.31
TAS1R1	2.36	0.09	0.1	0.04
HES3	0	0	0	0
EIF1AX	61.27	57.32	35	41.95
SPDYE2B	0	0.07	0.03	0
OR1L1	0	0.02	0	0
CXorf23	6.3	5.31	3.36	6.01
PSMD1	68.64	44.04	39.68	43.84
ADGRG2	0.54	0.09	0.16	0.49
SPATA3	0	0	0	0.01
MUC13	0	0.03	0.02	0
SUSD5	0.13	0.18	4.79	0.43
HEG1	8.41	11.21	17.58	11.52
WFIKKN2	0	0	0	0
C11orf80	2.45	11.09	13.86	12.24
TOMM20	198.36	118.18	125.66	135.2
C1orf100	0.14	0.36	0	0.11
AGFG1	50.48	36.65	27.68	48.08
STAT5B	33.43	54.73	28.68	58.96
CD7	0.17	18.49	9.83	17.12
TOPAZ1	0	0.02	0	0
CNP	66.1	14.72	27.78	16.37
JUP	2.18	7.43	2.45	8.9
HAP1	0.3	0.58	0.36	0.58
TDRD12	0	0	0	0
CCDC13-AS1	0.21	0.12	1.17	0.03
EIF1	523.4	673.35	610.31	475
ENDOV	5.66	3.2	2.12	2.2
RNF213	29.85	55.93	41.38	45.61
TIGD3	0.09	0.34	0.09	0.29
KCNH6	0	0	0	0.03
10-Mar	0.2	0.01	0	0.07
PLK3	5.75	10.59	30.05	10.25
NET1	8.19	20.98	19.66	25.85
DPY19L1	40.45	13.65	11.79	19.19
PHOSPHO1	0	0.47	0.12	0.55
ZNF791	13.36	24.5	10.48	21.23
PHC3	30.06	67.97	32.92	53.35
GPR160	1.55	37.94	7.36	49.56
CBX2	1.2	0.1	0.15	0.45
SPTBN2	0.35	0.39	4.5	0.2
GOLIM4	13.14	4.67	14.86	6.07
KRT28	0	0.01	0	0
RBM4B	8.06	10.74	9.95	8.61
MIR1307	81.59	80.63	132.37	105.36
HOXB2	9.79	4.66	2.15	4.69
C1QTNF1	10.42	0.05	4.79	0.69
3-Mar	19.33	13.33	3.98	9.43
SWSAP1	1.14	0.9	0.6	1.19
SLCO4C1	0.02	0.34	0.16	0.53
RBM4	64.67	62.46	101.24	71.26
PIFO	1.13	0.28	1.37	1.42
XXYLT1	17.83	5.14	10.27	4.64
UBXN2A	10.81	8.33	12.48	9.89
RAX2	0	0	0	0
LRRC63	0.03	0.19	0.11	0.03
TCAP	0.17	0.33	0.07	0.3
CCS	8.83	16.92	32.41	15.76
NRROS	3.24	7.53	8.08	4.78
CEP19	5.93	2.58	3.35	3.08
KLHL15	8.08	6.75	8.74	5.21
FBXO45	9.93	4.53	5.34	6.67
SPERT	0	0.01	0	0
FAM46D	0	0	0.03	0
GNG5	127.51	77.24	131.77	112.91
SLC25A30	9.17	16.84	8.52	15.53
C9orf131	0.04	0.14	0.05	0.1
CD34	0.18	0.03	4.1	0.29
CTSF	50.39	7.03	38.1	5.02
MSRB3	11.56	0.52	0.34	0.94
LEMD3	9.52	11.9	4.98	11.97
C16orf91	4.85	5.12	3.74	4.81
TLR10	2.72	120.35	3.72	134.7
TLR1	9.01	38.57	13.47	33.42
TLR6	4.33	23.39	2.73	32.93
FAM174A	14.93	7.01	15.6	6.21
RGMB	3.91	6.08	13.58	5.58
FAM53A	0.25	0.23	0.18	0.24
NWD2	0.01	0	0.01	0.01
CYB561D1	1.37	9.93	3.48	7.52
GSTA3	0	0	0.07	0.14
ZDHHC24	2.66	5.86	1.83	4.42
LOC105370792	0.02	0.1	0.11	0.21
TRMT10C	30.2	22.78	30.7	20.81
SELP	0.06	2.72	0.36	1.26
CTU2	1.66	1.32	1.17	2.51
MGA	7.98	12.23	5.57	15.35
C12orf66	4.17	7.99	2.96	8.09
ARL13A	0	0	0	0.1
SNX31	0.02	0	0.01	0
PIGG	14.23	20.53	8.86	15.86
PRPF8	86.47	70.33	33.26	94.63
ADCY6	5.67	0.04	6.64	0.15
REP15	1.05	1.43	0.08	1.52
PITPNA	36.54	26.84	15.03	28.8
DDX23	46.97	38.78	26.62	45.6
ZNF80	0.16	0.89	1.14	0.7
ZNHIT2	0.15	0.23	0.29	0.49
EVX2	0	0.01	0.01	0
ZBTB4	13.28	30.06	12.02	30.93
TNK1	0.06	1.49	0.36	1.39
ZHX3	8.23	5.04	3.51	5.75
PHLDA3	7.39	0.33	7.34	0.66
DIRC1	0	0	0	0.05
SLC16A11	0	0.09	0.04	0.04
SLC16A13	0.1	2.03	0.45	1.67
GLIS1	0	0	0	0.02
OR2Y1	0	0.02	0	0
CHRNA9	0.01	0.08	0.06	0.08
PODN	0.14	0.01	0.09	0
TRIM74	5.63	8.7	4.27	10.89
SLC6A19	0	0	0	0
SNHG11	7.03	6.31	4.69	2.98
C11orf45	0.38	0.34	1.3	0.08
EXO1	14.24	2.44	5.1	6.97
RALGAPA1	10.22	11.25	6.98	9.6
LIG4	13.45	5.91	2.92	11.44
MIR133A2	0	0	0	0
TRHR	0.03	0	0	0
GTF2IRD2B	22.03	13.25	6.95	12.31
ABRA	0	0.02	0	0.03
ATP2A2	72.56	28.86	49.92	29.72
ZWILCH	12.21	5.82	7.25	10.01
RPL4	2557.76	4054.55	2056.7	3615.42
SNAPC5	33.93	23.15	19.71	21.71
STARD6	0	0	0	0.07
GOLGA6L2	0.01	0	0	0
VWC2L	0.01	0.02	0	0.04
C12orf76	6.35	5.02	2.91	5.95
ZCCHC12	0.55	0.35	0.05	0.41
CNTNAP2	0.03	1.01	0.06	2.04
GALNTL6	0.82	0.61	0.46	0.73
LINGO2	11.54	0.07	0.03	0
BBS1	14.43	6.42	4.63	6.34
DENND4A	5.62	22.65	5.05	27.37
IGDCC3	0	0	0	0.03
GCSAM	0.33	43.04	4.94	91.12
ANKRD36C	2.67	3.36	2.77	2.47
SLC26A9	0	0.04	0	0.03
MFSD4A	1.15	1.38	0.44	1.86
PELI3	2.46	2.49	2.63	2.73
TTC9B	0.09	0	0	0
MYO1H	0.02	0	0	0.02
TMEM81	2.03	1.28	1.12	2.21
MRPL11	27.83	33.74	18.48	35.87
KLK15	0	0	0	0
IL20RB	0.86	0.56	0.4	0.09
GOLT1A	0.16	0.19	0.27	0.16
AKIRIN1	67.54	63.4	51.7	62.44
NPAS4	0.01	0	0	0
MSL2	18.23	63.75	26.38	60.87
ZNF497	1.38	1.72	1.16	1.25
TRAM1L1	0.55	0	1.27	0
CMKLR1	0.12	5.21	4.08	1.48
ANGEL2	19.44	26.53	12.7	28.15
UGT8	6.79	12.18	9.03	13.89
KY	0.32	0	0.07	0
IQCK	14.85	1.2	6.07	1.19
SLCO2A1	0.05	0.04	0.03	0.01
ZNF266	13.19	22.04	11.88	15.75
OR7D4	0	0	0.03	0
SLC29A2	0.58	1.52	0.66	1.01
BRSK2	0.36	0.06	0.33	0.09
B4GAT1	25.31	2.24	9.21	3.69
TMEM167A	83.44	39.32	45.91	49.49
LEP	0.14	0.04	0.1	0
SH3PXD2B	9.87	0.73	5.24	0.37
KIAA1551	16.21	118.56	22.91	92.18
LARP7	67.2	51.1	43.73	60.67
FGFBP3	0.55	0.8	0.64	0.44
NR1D2	21.13	28.75	20.39	22.8
PABPC5	5.39	0	1.13	0.08
BRMS1	21.57	31.24	15	38.12
RPL15	1130.07	1835.62	1299.54	2025.59
C4orf32	4.56	5.82	3.03	9.25
HRAS	7.55	5.2	6.3	8.7
WDR49	0	0.45	0.18	0.27
SRP72	125.59	82.73	58.95	90.87
PCP2	0	0.35	0.06	0.47
RIN1	1.16	0.33	0.89	0.18
C4orf26	0.24	0.33	0.15	0.38
THAP6	9.39	8.39	6.02	9.82
