GenSymb	LAU125_FPKM	LAU355_FPKM	LAU1255_FPKM	LAU1314_FPKM
GOLGA8A	0.52	3.52	1.52	2.8
VWA3A	0.01	0.01	0.01	0
TP53I11	2.43	15.03	4.02	16.09
CENPS	20.57	5.13	7.04	6.92
DOLK	3.71	1.56	2.54	1.78
PHYHD1	3.87	3.49	4.32	1.77
CATSPER1	0.12	0.11	0.49	0.3
CCNE2	10.44	2.77	4.17	6.39
PHYKPL	8.63	24.22	11.57	19.65
ANKS4B	0.08	0.07	0.05	0.02
CST6	0	0	0	0
GRAMD2	0	0.04	0.01	0.01
ZNF519	1.17	1.57	0.74	1.71
LSM1	42.06	19.02	13.48	22.14
PROP1	0	0	0	0
ISX	0	0.02	0.01	0.01
BANF1	113.39	113.14	74.01	116.32
APOF	0.01	0.04	0	0.04
CHRNA7	0.16	0.22	0.06	0.09
TMEM9B	34.47	42.11	28.94	44.73
NRIP3	3.72	0.44	2.49	0.52
PTPN2	16.8	49.82	32.01	47.52
SCUBE2	8.75	0.22	34.83	0.11
EIF1AD	15.19	25.55	16.1	19.36
SMAD2	7.71	6.98	8.31	7.05
EIF3F	109.24	229.1	124.74	212.96
ZNF25	4.05	6.44	4.95	5.66
OR10P1	0	0	0	0
ARL10	1.95	1.53	0.93	1.9
CLTB	12.78	12.88	15.92	15.74
PCSK1	2.93	0	0.12	0.04
LPL	110.66	1.2	0.6	1.03
RFESD	2.37	6.64	2.09	4.22
CCDC14	13.66	9.16	15.01	9.51
TBC1D10C	0.33	53.67	10.67	67.69
SART1	18.74	29.21	19.65	26.66
PPP2R2D	9.68	18.78	9.65	18.34
MCTP1	7.55	6.66	7.46	5.08
POLD4	7.25	68.95	18.24	88.38
OR52W1	0	0	0	0.06
LRRC25	0.24	5.09	2.88	2.62
DPP10	0	0.01	0.04	0.01
CLCF1	0.24	2.86	0.61	5.47
TSGA10IP	0.16	0.02	0.02	0.01
GPR152	0	0	0	0.1
UBQLNL	0.09	0.17	0.05	0.18
UBQLN3	0	0.01	0	0
PNLIP	0	0	0	0
LIPT2	1.82	1.56	3.5	2.7
KCNE3	0.77	0.99	3.23	0.38
CABP4	0.16	0.3	0.08	0.18
ALG10B	2.8	1.34	1.06	1.61
DRAP1	16.79	36.77	26.56	36.96
LONRF3	0.24	0.85	1.1	0.47
UCP3	0.15	1.39	0.63	1.13
UCP2	2.58	182.89	56.97	201.58
C11orf68	9.65	11.31	6.37	14.19
PAAF1	24.91	7.52	19.56	9.91
MRPL48	16.71	23.41	17.85	24.33
RAB6A	92.2	43.04	102	57.23
P2RY2	0.06	0.27	0.86	0.31
FOSL1	5.32	0.21	3.49	0.19
ERCC4	4.64	3.84	2.56	3.18
SUGCT	2.18	3.85	1.54	8.94
CCDC85B	0.63	0.68	0.33	0.65
TMEM70	25.43	12.72	18.74	16.9
LINC00476	1.81	4.96	1.62	4.05
OR4B1	0	0	0	0
RPS6KB2	9.4	14.88	8.52	13.53
RMI2	7.61	7.96	9.39	24.48
PRM1	0	0	0	0
TOM1L2	9.57	3.64	3.37	3.99
TEX26	0	0	0	0
GOLGA8DP	0	0	0	0
ZNF77	4.79	2.25	1.36	1.47
GPR156	0.33	0.13	0.66	0.11
LINC00521	0	0	0.06	0
KDF1	0	0.81	0.09	0.53
B3GNTL1	0.58	1.15	0.94	1.08
RBMXL3	0	0	0	0
MLXIP	11.33	9.33	5.92	6.97
NR2F1	1.11	0	0.07	0.1
AURKAIP1	39.05	15.37	20.5	21.75
TTLL11	1.92	2.55	1.33	2.62
EIF4E1B	0.04	0.08	0.01	0
TOMM5	34.62	43.84	33.57	57.32
C15orf53	0.01	0.04	0.05	0.04
SLC35E3	9.33	5.95	6.3	5.62
PRIMA1	5.92	0.27	0.08	0.05
ZNF169	0.59	1.7	0.41	2.6
RUVBL1	32.33	26.55	30.84	27.79
SFN	0.01	0.06	0.07	0.02
MSRA	20.39	7.79	5.98	9.88
ZNF645	0	0	0.01	0.03
CCDC168	0	0.03	0	0.02
CTDNEP1	34.28	62.15	29.96	65.37
ETV4	10.93	0.09	16.67	0.39
SWI5	16.03	9.52	11.66	11.13
GAPT	1.26	80.05	5.72	95.05
BAIAP2	10.72	1	7.18	0.89
CALCB	0	0.09	0	0.14
CREG2	0.69	1.03	0.41	1.08
WBSCR28	0	0	0	0
HOXD8	5.36	0.01	6.07	0.27
ZDHHC21	2.37	9.17	2.96	8.18
TSPEAR	0.01	0	0.01	0
PLEKHF2	50.91	101.25	28.98	103.68
A2M	183.35	22.07	2132.5	17.48
ARL4D	1.26	1.42	3.61	0.61
DOK7	0.05	0.34	0.08	0.47
LRRN1	0.09	1.63	0.14	0.71
UBE2O	4.07	4.49	3.44	6.31
ORAI3	4.4	7.63	7.09	9.45
KLHL38	0.69	0	0.36	0
FLJ34503	0.02	0	0	0.04
MIR4700	11.11	5.88	6.87	5.76
DENND2C	0.76	0.51	0.24	0.46
PLEKHD1	0.01	0.03	0	0.01
ASCL3	0	0	0	0
TUBB6	10.15	1.62	16.57	1.09
LYSMD3	6.08	6.65	5.36	8.5
AMIGO3	0.07	0.27	0.08	0.17
B3GALT6	12.08	4.43	2.21	4.11
ZNF613	2.29	4.61	1.41	5.59
C11orf16	0.01	0	0.04	0.04
TMPRSS7	0	0.02	0	0
NUPR1	181.3	0.41	94.27	1.75
JAKMIP2	0.22	4.17	1.14	1.05
MBLAC2	3.01	1.8	1.74	1.84
TPRN	0.77	0.91	0.75	0.98
KCNE5	0.01	0.01	0.03	0.06
ZNF683	0.09	0.78	1.16	0.35
SLC35A4	33.94	30.86	32.15	33.69
AIM1L	0.04	0.37	0.05	0.65
IP6K1	11.98	12.18	14.24	15.13
SSNA1	4.42	11.67	7.24	17.23
CSTF3	14.53	18.98	14.03	17.62
YES1	14.29	1.55	9.4	1.3
CHMP6	3.56	4.62	3.6	4.51
DLEU1	16.52	17.05	8.32	15.52
UFSP1	0.28	0.06	0.4	0.17
MC5R	0	0	0	0.02
TMEM39A	24.81	15.74	19.1	18.16
TCP11L1	5.41	4.69	7.37	4.55
GPX2	0	0.04	0.02	0.02
CCDC57	0.88	3.45	2.25	2.78
HSF5	0.05	2.24	0.35	2.25
FOXG1	0	0.05	0	0
SPHK1	0.55	0.25	1.07	0.16
BNIP3	38.88	5.36	13.24	4.62
ENTHD1	0.39	0.12	3.19	0.1
MYPOP	1.32	2.17	1.67	2.86
CIDEA	0	0	0	0.07
OR11H4	0	0	0.02	0
OR4D11	0	0	0	0
LRRTM4	25.08	0.31	0.35	0.92
ATAD5	2.07	1.48	1.05	2.32
SMIM19	54.36	38.24	21.83	33.48
OR11H6	0	0	0	0
ZNF404	1.47	3.57	1.16	1.73
RTTN	9.02	3.8	3.15	5.33
OR4K17	0	0	0	0
OR10H4	0	0	0	0.07
OR51B6	0	0	0	0
ACBD7	0.78	0.61	0.87	0.64
OR4L1	0	0	0	0
ANAPC2	1.25	7.34	2.5	5.96
OR4K13	0	0	0.02	0
HMGB4	0	0	0	0
ZBTB8OS	27.92	44.78	37.2	52
OR4F21	0	0	0	0
SLC35G1	2.68	1.31	1.81	0.96
OR4K5	0.07	0	0	0
ZNF135	0.74	1.55	0.6	1.07
OR4N2	0	0.02	0	0
OR4M1	0.02	0	0	0
FOXR1	0.06	0	0	0
COX8A	62.83	48.73	129.83	60.11
LOC100127955	0.79	0.01	0	0.01
TAC4	0.53	0	0.14	0.1
ZSCAN2	2.73	4.12	2.38	5
PRR18	0.02	0	0	0
B3GNT4	0.04	0.02	0	0.05
CDC26	10.99	24.98	11.84	37.49
HSD11B2	0.21	0	0.03	0
CRLF3	3.8	44.4	9.49	39.65
RNPEP	15.97	21.25	36.96	21.68
EID2	4.09	3.05	4.47	4.51
DMRTA1	1.95	0.18	1.22	0
EID2B	0.64	1.01	1.2	1.21
GJC3	6.03	0	1.13	0
RIMS2	0.72	0.86	1.45	0.88
KCMF1	34.45	41.75	34.34	39.27
DNAJC30	7.18	4.14	5.69	3.75
SPRYD4	3.6	2.67	5.9	2.48
VPS37D	0.49	0.01	0.08	0.09
CLEC14A	0.02	0.03	0.02	0.02
SYNE3	0.86	2.3	1.24	2.58
CLK2	25.61	24.99	19.84	27.03
LPCAT4	2.1	6.07	4.37	5.77
SLCO3A1	0.18	3.42	0.98	3.9
ZNF575	0.25	0.63	0.56	0.5
WDR25	2.3	1.69	3.06	1.42
SGF29	3.75	10.16	5.67	10.34
PLA2G16	10.97	4.33	12.12	5.36
DIRAS1	7.07	1.23	1.99	1.28
OR5AN1	0	0	0	0
PHLDB3	0.87	1.09	0.57	1.68
PRR15	0	0.02	0	0.05
GNG7	19.89	12.86	6.38	12.92
USF3	5.73	14.69	6.3	12.77
OR4C3	0	0	0	0
OR4S1	0	0	0	0
CNTD1	0.59	0.45	0.48	0.42
DCAF4L2	0.01	0.02	0	0.04
OR4X1	0	0	0	0
CNBD1	0	0	0	0
DMBT1P1	0	0	0	0
LOC100128398	0.52	0.98	0.33	0.6
KBTBD11	1.08	1.26	0.14	0.78
B3GNT5	3.35	1.01	4.71	1.27
MAP3K19	0.04	0.02	0	0.08
C14orf177	0	0.07	0	0
MIR7108	8.58	7.3	8.06	11.25
RMDN1	69.71	34.53	37.3	43.04
MEX3C	11.81	26.93	23.42	24.1
HORMAD2	0.05	0	0	0.04
RNF152	0.26	0.03	0.11	0.03
MYO1D	39.23	8.78	28.25	7.78
FOXL1	0.01	0	0	0.01
TGIF2LY	0.03	0	0	0
LRRC37A	4.05	7.47	4.18	7.68
FOXC2	0	0	0	0
OR4F17	0	0	0	0
BDNF	0.53	0	0.08	0.02
CCDC121	5.35	1.01	2.05	1.93
ACSF3	4.25	11.33	4.38	10.31
BOK	0.08	0.02	0.44	0.03
ZNF843	0	0	0.06	0.02
C8orf59	45.76	44.79	50.73	63.36
PFN4	0.68	0.29	0.42	0.28
OR51V1	0	0	0	0
MAGEB6	0.01	0	0.01	0.02
CDK5R1	15.58	8.64	6.52	12.15
LINC00303	0.05	0	0	0.05
TCERG1L	0.05	0.02	0.06	0
NCKAP5	1.24	0.28	0.83	0.14
MAGEB18	0	0	0	0.05
DEFB104A	0	0	0	0
RUFY1	26.94	33.16	24.78	40.4
OR52E2	0	0	0	0
BASP1	1.52	42.04	8.24	49.96
DEFB103A	0	0	0	0.02
OR51L1	0	0.12	0	0
LRRC37A3	1.28	1.36	1.07	1.74
FKBP9P1	3.05	0.01	0.64	0
VSIG10	1.13	0.13	0.67	0.18
MIR7-3HG	0	0	0	0
IRX5	0.93	0	1.23	0.14
METRNL	3.64	3.18	3.5	2.18
FAM91A1	42.73	11.71	18.04	16.18
WSB2	34.97	14.81	18.77	12.79
GRIN1	0	0.06	0.02	0.1
SOX11	0	0	0	0.02
TYMS	59.18	16.94	39.55	28.62
OR51G2	0	0	0	0
PXMP2	8.05	6.64	7.82	9.4
OR51A7	0	0	0	0
TCEANC	1.36	4.42	1.35	4.01
OR51T1	0	0	0	0
PNMA1	21.46	11.08	18.87	8.51
C8orf4	0.11	0.04	0.07	0.03
MAMSTR	0.93	0.11	0.8	0.19
ANKLE2	14.38	24.41	13.88	28.48
C8G	0	0	0.09	0.06
FUT2	0.18	0.27	0.17	0.39
OR51S1	0	0	0	0
OR51F2	0	0	0	0
EFCAB5	0.39	0.43	0.2	1.48
GCNT4	0.08	6.4	0.68	3.5
MUC20	1.49	1.7	1.08	1.53
THAP4	6.33	12.48	7.94	11.61
MIR4517	7.3	11.22	8.87	11.58
LY6H	0	0	0	0
FIBIN	0	0	0	0
FAM89B	3.96	14.06	6.27	12.93
MIR6778	24.04	6.54	5.73	9.98
DPP7	9	20.03	20.58	23.24
TRIM60	0	0	0.01	0.04
SEC24C	17.03	22.98	21.98	27.73
FMR1NB	0.07	0.19	0	0
SMCR8	7.27	17.34	4.88	17.11
MTHFR	12.75	13.4	5.34	10.77
DEFB104B	0	0	0	0
C19orf18	0.45	0.71	0.12	0.43
DEAF1	14.61	8.23	9.71	7.29
MTX3	9.53	8.68	4.04	5.84
TMEM80	2.53	8.92	2.65	5.81
SIX5	0.91	0.13	1.15	0.08
IFNW1	0	0.01	0.06	0.03
FBXO46	1.1	2.13	1.18	2.65
ZDHHC13	5.09	10.79	4.99	12.55
SLC38A9	6.18	10.31	6.32	15.62
ACER2	0.85	0.55	0.29	0.83
WDR73	5.07	5.8	5.5	6.81
POLE	5.94	5.38	4.83	6.85
FAM109B	6.99	0.3	2.01	0.36
SCN4B	19.81	0.17	0.3	0.38
DSCAML1	0	0.13	0.01	0.18
RHOG	6.7	51.04	26.51	52.42
EPS8L2	2.91	2.25	0.95	2.37
ZDHHC22	0.01	0.01	0.01	0
MRVI1-AS1	0.1	0.59	0.2	0.88
ANO6	28.05	16.53	14.22	13.18
ZBTB34	1.51	2.25	1.13	3.11
LINC00982	0	0.02	0.01	0.07
FAM9B	0.05	0.01	0.02	0.08
CETN1	0	0	0	0
FAM210A	8.05	3.8	6.84	4.38
OR2T35	0.02	0.08	0	0
TALDO1	83.98	70.13	102.57	81.93
ULK1	0.65	1.25	0.82	1.1
OR14C36	0	0.02	0	0
RIMKLA	1.04	0	0.22	0.04
CLVS1	4.87	0.72	2.28	0.78
OR2M7	0	0	0.02	0
RPS6KA3	55.32	77.78	42.76	78.82
B3GNT8	0	0.05	0.1	0.05
PUS1	1.54	7.45	2.8	7.28
CHD9	15.67	13.24	8.41	14.29
OR2T12	0	0	0	0
SPACA4	0	0.02	0	0
OR2T33	0	0	0	0
PDDC1	4.04	5.01	4.2	4.64
LINC01561	0.02	0	0	0
TRIM72	0	0	0.02	0
MAN1B1	9.67	16.51	10.64	14.78
DEFB103B	0	0	0	0.02
DEFB4B	0	0	0	0
KCNA3	0.61	16.56	3.33	13.98
MIR4683	0.16	0.18	0.05	0.02
GJD4	0	0	0.01	0.01
FBXO39	0.03	0.02	0	0.1
CLDN22	0.14	0.07	0	0
KCNA2	1.21	0.25	0.11	0.19
TOP3A	10.95	11.3	6.33	11.05
CASKIN2	0.95	0.05	0.65	0.08
ZBTB38	27.21	34.54	28.48	40.58
BEND2	0.01	0.03	0	0.01
C8orf31	0.55	0.24	0.12	0.08
FLJ13224	0.01	0.05	0	0.07
RPL13AP3	0.06	0.05	0.08	0.01
CCDC71	3.88	5.59	4.91	4.92
C10orf71	0	0	0	0.01
OVOS2	0.99	0.18	3.21	0.19
LRRN4CL	13.28	0.13	1.87	0.15
FLJ40194	0.02	0.19	0.04	0.17
TIMM22	12.19	10.84	5.79	12.06
HIC1	0.11	0.08	0.11	0.1
PPFIA3	0.43	0.1	0.46	0.15
MAGEF1	14.84	13.32	13.88	12.39
UMODL1	0.01	0.07	0.09	0.1
LOC100049716	3.52	4.11	2.1	3.51
SAMD9L	22.2	32.56	19.8	30.2
ZFAS1	269.9	203.04	143.15	174.76
UBE2U	0	0.02	0	0
PAWR	0.12	7.19	3.19	7.43
TGIF1	21.24	20.97	135.09	10.52
MIEF2	1.12	0.86	1.05	1.41
NAP1L5	13.44	2.44	6.01	2.88
NIM1K	0.44	0.18	0.89	0.48
CD19	0.54	85.09	5.63	95.17
ERICH5	0	0.2	0	0.25
OR2T8	0.02	0	0	0
NR2C2	9.63	15.12	9.48	14
GPR4	0.08	0	0.01	0
ACOT4	0.08	0.88	0.77	1.41
OLIG3	0	0	0	0
PTRF	25.75	0.16	28.34	0.22
OR2G3	0	0	0	0
ARIH2	41.22	53.82	57.59	52.98
RBM44	0.58	0.18	0.07	0.09
ZBTB33	5.72	7.39	8.32	9.82
OR2G2	0	0	0	0
ZBED2	0.01	1.01	6.41	1.59
VCX2	0	0	0	0
IRX3	0.82	0	1.8	0
ST8SIA3	0	0	0	0.01
RPRM	0	0.07	0	0.04
OR2B11	0.02	0.1	0	0.07
SLC25A22	1.82	2.77	3.46	3.48
RABEP2	0.29	2.66	0.56	3.27
NHLH2	0.01	0.01	0	0
LOC102724659	0.01	0	0	0.01
ATOX1	20.14	20.72	31.37	19.11
FAM187B	0	0	0	0
TBL1XR1	25.4	27.41	15.9	25.11
SAMD12	0.06	1.27	0.1	2.52
CD163	2.62	54.18	45.02	2.19
C18orf32	69.49	51.33	61.86	53.07
PIDD1	3.81	7.66	2.94	6.07
ZNF491	1.06	0.42	0.65	0.22
RPLP2	420.98	1652.1	614.77	1744.85
GSG2	0.98	0.74	0.55	1.6
JUN	146.59	243.36	231.42	302.21
CSTF2T	5.82	15	9.25	16.26
PGBD5	0.24	0.16	0.37	0.35
C12orf54	0	0	0	0
GBA	55.82	28.82	107.79	30.32
CASC2	1.1	0.04	0.38	0.06
ACAD9	26.63	14.22	22.58	18.92
IL17RA	1.32	7.33	2.87	5.98
PNPLA2	9.36	25.13	16.06	18.79
MBOAT4	0.18	0.45	0.12	0.3
C2orf57	0	0	0	0
AGTRAP	12.82	8.93	15.96	7.31
CD163L1	0.11	1.26	0.15	0.18
SRRM3	0.22	0	0.1	0
THAP5	37.79	22.58	12.13	30.59
DEFB114	0	0	0	0
CRACR2B	0.11	0.73	0.65	0.4
SUMO4	0.03	0.35	0.34	0.17
MAGEB10	0	0.04	0	0.11
DNAJC28	1.03	0.2	0.86	0.53
OR4F4	0	0	0	0
NAALADL2	3.01	0.38	1.24	0.17
CD151	27.24	8.52	57.96	12.95
POLR2L	12.61	9.79	27.63	11.51
FAM20C	4.52	1.29	13.08	0.42
NECTIN3	3.35	1.87	0.76	0.84
SLC35G5	0	0.09	0	0.1
ANXA2R	0.16	8.56	2.43	7.89
MIR6785	7.55	7.68	5.89	7
FLII	37.41	60.15	46.05	62.68
SOX12	0.38	0.24	0.43	0.39
HNRNPA0	17.75	31.84	20.77	33.05
LOC648987	1.24	4.17	2.33	3.86
YIPF7	0.01	0.05	0.05	0.05
FAM87B	0.06	0.23	0.01	0.05
MYOZ1	0.4	0.14	0.12	0.07
KCNJ10	26.71	1.05	1.78	0.08
CHID1	32.13	14.85	24.62	13.14
PCDHB9	0.34	0.07	0.36	0.1
ZNF620	1.46	1.2	1.14	0.95
ZNF518A	4.06	7.89	4.98	8.31
TMEM187	2.23	3.2	1.23	2.21
SVBP	14.41	17.24	8.62	20.44
ZNF619	3.64	3.76	3.27	3.53
CCDC184	0.24	0.47	0.7	0.1
AP3S1	216.13	80.35	159.13	158.97
GRB2	55.23	167.75	99.78	168.07
ZBTB41	12.3	4.13	3.12	4.21
UBE2N	37.4	43.52	32.17	58.16
ARL6IP6	22.64	16.55	17.42	28.02
ZNF354C	0.89	1.98	1.06	1.56
CAPZA3	0	0.05	0	0
MAMDC4	0.04	0.05	0.08	0.06
CENPBD1	4.16	2.59	2.5	2.53
ODF3	0.03	0.02	0	0.02
BET1L	16.08	21.35	14.62	19.53
RPS27	2073.49	6818.73	3430.28	6945.74
MIR6743	32.13	30.55	28.33	26.51
IMP3	13.11	14.57	13.47	14.31
ASB8	13.74	15.76	9.57	14.99
LCN15	0.01	0.09	0	0.08
ODF3B	0.2	0.78	2.59	0.56
DPY19L2	2.9	0.02	0.28	0.13
SPATA31E1	0	0	0	0
ZNRF3-AS1	0.56	1.37	0.4	0.99
C2orf73	0.42	0	0.29	0
GPR150	0.02	0.02	0	0
TSPYL6	0.04	0.02	0	0.01
LRRC75B	1.09	0.05	1.29	0.25
DMAP1	11.1	15.05	12.68	16.93
ADAMTSL1	0.24	0.01	0	0.01
FAM26E	0.02	0.01	0.05	0.01
IMPDH2	140.4	104.1	180.4	119.06
ALS2CL	0.02	0.57	0.72	0.38
MLF1	12.44	1.9	24.03	1.48
PRSS42	0	0.01	0.04	0
NDUFAF3	20.85	13.7	36.32	18.51
C2orf69	7.87	7.63	11.01	7.56
GRAMD1C	2.73	2.81	2.36	4.64
STAP2	1.37	0.47	2.84	0.62
ULK4P3	0	0	0	0
HTR3C	0	0	0	0.02
TSSK6	0.23	0.55	0.14	0.56
BOLA1	3.79	1.7	3.63	3.51
PDE4DIP	21.9	57.27	60.57	48.84
DDX10	16.34	15.9	16.88	16.55
PPP1R42	0.21	0	0.1	0
NDUFV2	81.16	67.73	83.65	63.68
FAM27E5	0	0	0	0.04
DALRD3	19.08	18.95	33.1	16.15
ZNF114	0.82	0.26	0.42	0.13
ZNF518B	7.17	9.56	5.17	5.93
AMER3	0	0.01	0	0.02
SPINK6	0	0	0	0
ZNF366	0.02	0.48	0.16	0.64
LCORL	5.61	2.3	2.29	4.58
PARD6G	2.13	0.43	2.57	0.4
ZNF454	0.05	0.24	0.07	0.13
SH2B1	4.68	9.4	5.62	7.6
ZC3H12D	0.18	15.49	6.68	14.28
VN1R1	0.19	0.21	0.1	0.45
KDELC2	18.22	8.8	12.87	8.36
PLEC	7.17	10.71	11.01	15.15
SH2D4B	0.14	0.02	0.15	0
RNF212	0.14	1.26	0.92	0.52
PRSS36	0.11	0.11	0.12	0.06
ZNF543	1.88	2.36	1.59	2.36
TMEM151B	0.58	0.36	0.19	0.43
GALNT11	41.57	19.93	18.47	16.17
SLITRK1	0	0	0	0
LOC388882	0.01	0.01	0.01	0
WDR6	20.75	39.31	26.82	33.68
PRM3	0	0	0	0
TNP2	0	0	0	0
SPAG11A	0	0.28	0	0
GEN1	2.6	5.72	3.78	7.87
TMPRSS9	0.14	0.01	0.03	0.01
AQP11	0.81	0.19	1.15	0.15
TMEM11	8.55	4.58	4.91	7.04
ZNF354B	4.42	7.43	3.73	9.55
KCNG2	0	0.01	0	0
SHISA3	0.02	0.22	0.02	3.03
OR2D3	0	0.05	0	0
CALML3	0	0	0	0
CALML5	0	0	0	0
ZFAND2A	19.78	16.53	16.65	17.96
PLEKHM3	2.41	4.31	3.25	4.04
ZNF223	2.82	2.14	1.39	1.68
HTR1A	0	0	0	0
CCDC185	0	0.01	0	0.01
FAM220A	14.7	8.93	5.33	10.75
DNAJC22	1.75	0.14	2.68	0.07
NEUROG2	0	0	0.09	0
CEP295NL	0.24	0.29	0.07	0.1
BEND3	0.55	0.62	0.48	0.6
LOC284241	0.02	0	0	0
NT5DC1	21.98	33.82	18.8	33.31
GLDC	0.1	0.72	1.93	0.4
COX14	20.01	24.67	29.82	24.12
LINC00314	0.03	0	0	0
MCMDC2	2.92	0.23	0.19	0.16
TUBAL3	0	0	0	0
P4HTM	1.22	5.79	3.41	6.03
UCN3	0	0	0	0
DTX3	6.11	4.39	7.77	3.44
KLHL11	2.21	1.89	1.34	1.55
AMBN	0	0	0	0
CTXN1	0.08	0	0.18	0
SLC25A20	7.16	9.62	6.94	13.28
CA8	0.12	1.24	1.96	1.68
CD28	0.53	47.18	23.2	39.88
EPM2AIP1	5.45	5.94	7.71	6.27
ERBB4	0	0	0	0
MAF	17.6	7.42	5.11	8.92
CTNNBIP1	15.23	5	5.66	5.75
OR6B3	0	0.02	0	0
DEFB125	0.03	0	0	0
PSAPL1	0	0	0	0
OTOS	0	0	0	0
GTPBP6	2.73	5.9	3.28	6.12
ERN1	2.17	4.21	2.68	3.32
GPR35	0.09	0.93	0.33	0.3
C10orf53	0	0	0	0
CSRNP3	1.29	0.02	0	0.02
ZNF713	5.22	1.74	0.85	1.33
PARP10	6.84	15.98	16.59	19.71
DYNAP	0.14	0.35	0.08	0.31
SUZ12	19.69	36.14	18.78	42.87
NSUN3	4.22	6.77	4.35	6.63
KCTD12	29.81	7.03	9.96	3.8
DHFR2	6.46	3.02	3.29	4.49
RPP25	1.67	1.03	1.27	1.03
GRINA	89.61	70.51	152.85	53.31
C5orf64	0.24	0.2	2.64	0.2
THBD	0.58	1.68	2.75	0.99
GP5	0	0.55	0.01	0.36
LMO7DN	0.03	0	0	0
COX5A	29.25	23.51	29.07	32.95
STX19	0.13	0	0	0
ERFE	0.44	0.03	0.3	0.1
FAM219B	10.62	10.03	10.87	9.84
ZHX2	14.85	43.94	14.44	47.33
CPN2	0.05	0.13	0.03	0.06
CPNE7	0.17	0.21	0.25	0.63
C5orf46	0.2	0	0	0.12
CD300LB	0.3	3.68	1.28	1.99
GDPD4	0.38	0.01	0.04	0.05
RIIAD1	0.2	0	0.35	0.01
MPI	31.03	25.43	21.62	19.38
ADORA2A-AS1	0.07	0.21	0.03	0.18
H1FOO	0.02	0	0	0
TRIM73	0.15	0.59	0.18	0.44
OPLAH	0.22	0.09	0.13	0.02
TMEM52	1.72	0.1	0.52	0
TMEM139	1.28	0.18	0.42	0.37
RNF186	0	0	0	0
LOC100286922	0	0	0	0
EFCAB13	3.23	5.74	0.66	4.17
MSC	15.52	1.53	11.83	1.09
APOLD1	67.83	0.25	0.7	0.84
ZNF664-FAM101A	0.03	0.01	0	0
MIR6847	7.24	2.24	9.09	2.48
DPY19L3	7.01	3.15	2.8	4.61
TAF7	73.57	110.6	74.08	101.69
ZNF852	1.13	3.01	1.98	4.57
FOXE1	0.01	0.02	0	0.02
PFAS	4.77	2.73	2.11	3.42
HYI	14.4	3.56	11.76	3.32
C17orf62	4.79	30.52	9.14	27.93
TPRX1	0	0	0	0
LGALS7B	0	0	0	0
ZNF552	0.89	3.14	2.43	2.84
SMIM10L2A	0.91	0.24	0.5	0.11
GAK	6.87	19.25	10.05	21.17
ZBTB7A	2.19	4.08	3.64	5.92
MIR4721	65.01	47.77	59.94	68.66
ERICH3	0	0.02	0.01	0.05
RMI1	2.66	5.15	2.11	9
CTC1	2.08	11.69	3.41	10.09
FBXO34	8.64	8.9	6.85	12.13
LINC00324	0.33	4.93	1.08	6.74
SELENOW	132.82	59.93	163.36	53.53
EIF3K	186.06	295.41	162.87	257.23
MRFAP1L1	40.42	32.47	33.6	55.2
SNX18	37.45	9.27	13.18	12.69
EXD1	1.02	1.55	0.97	2.19
AURKB	4.26	6.04	5.65	14.45
TAS1R2	0.01	0	0	0
C14orf39	0.14	0	0.01	0
MRFAP1	177.67	61.05	123.32	61.05
C3orf38	16.98	37.13	28.2	28.22
KLHDC7A	0	0	0.01	0
TMEM107	10.46	6.6	5.25	6.37
RRS1	9.57	6.99	9.79	7.83
EXOC3L1	0.04	0	0	0
TRIML2	0	0	0.02	0.03
RCC2	86.17	21.06	18.84	27.42
OR13D1	0	0	0	0
IGSF22	0.17	0.47	0.63	0.19
C9orf50	0	0	0	0
ZFP42	0.11	0.11	0.06	0.06
CCDC89	0.43	0.01	0.04	0
TAAR3	0.07	0	0.16	0
FAM133A	5.04	0.02	0.91	0.12
DPM3	2.18	5.93	5.58	4.46
C12orf42	0.18	3.47	0.41	4.17
CYC1	57.15	31.48	37.89	32.01
MIR6883	2.7	11.18	17.64	2.93
HTR1F	0	0	0	0.16
TMTC2	22.16	1.17	3.24	1.45
HES7	0	0	0	0
FARSA	16.38	14.97	17.11	18.68
SPTY2D1	10.96	16.67	16.07	11.91
C10orf67	0.04	0.04	0.05	0.1
SAMD4B	11.08	6.9	9.48	7.01
LINC00670	0.17	0.31	0.17	0.42
CYP11B2	0	0	0	0
GIMAP7	0.5	63.94	15.32	72.5
ALOXE3	0.03	0.02	0.02	0.04
EDC3	9.59	9.87	7.82	9.9
TCAIM	21.02	11.32	14.6	10.81
FUCA1	28.57	49.99	25.86	13.39
PXT1	0.02	0.03	0.04	0
GGN	0.01	0.15	0	0
HNRNPCL1	0.02	0	0.03	0
TMEM125	0	0.01	0.04	0.04
ZNF664	62.29	23.63	27.91	26.07
SIGLECL1	0.01	0.02	0	0
CALR	584.25	323.65	449.84	287.6
LINC00311	0.02	0.23	0.07	0.05
MAGED1	201.49	33.94	91.29	40.15
LOC100506127	1.72	2.25	2	2.27
LDLRAD3	19.21	0.39	15.36	0.46
CDH4	0.36	0.04	0.02	0
SMCO3	0.45	0	0.28	0.05
RAD23A	31.95	38.75	40.45	41.16
C2orf71	0	0	0.02	0.01
GADD45GIP1	14.25	15.48	16.84	20.55
DAND5	0.14	0.29	0.08	0.2
TMEM151A	0	0.02	0.07	0.01
