MADD	ENSG00000110514
MUC22	ENSG00000261272
ZNF728	ENSG00000269067
LOC105372290	ENSG00000267308
LOC728752	ENSG00000267309
LOC101927755	ENSG00000267302
EFNA4	ENSG00000243364
STON1-GTF2A1L	ENSG00000068781
SRBD1	ENSG00000068784
LOC105374250	ENSG00000224153
HCG14	ENSG00000224157
MIR4296	ENSG00000264572
MIR4529	ENSG00000264571
USP16	ENSG00000156256
MIR1254-2	ENSG00000264574
MIR8082	ENSG00000275810
MIR6500	ENSG00000275816
HSPD1	ENSG00000144381
MIR6818	ENSG00000275818
TBX19	ENSG00000143178
MIR3658	ENSG00000143179
PYY	ENSG00000131096
HIGD1B	ENSG00000131097
C1QL1	ENSG00000131094
GFAP	ENSG00000131095
MIR192	ENSG00000229719
MIR1285-1	ENSG00000221520
MUC16	ENSG00000181143
MROH7	ENSG00000184313
CEP164	ENSG00000110274
ZBTB40	ENSG00000184677
SAC3D1	ENSG00000168061
NAALADL1	ENSG00000168060
KAZN	ENSG00000189337
SLC22A11	ENSG00000168065
CNTN6	ENSG00000134115
MAP4K2	ENSG00000168067
SF1	ENSG00000168066
MIR4312	ENSG00000265195
MIR3923	ENSG00000265193
SLC35E2B	ENSG00000189339
EIF2AK1	ENSG00000086232
TTTY6B	ENSG00000131548
LOC100653233	ENSG00000260653
KIZ	ENSG00000088970
DHRS12	ENSG00000102796
ACOD1	ENSG00000102794
OR6T1	ENSG00000181499
ABCC9	ENSG00000069431
MIR4699	ENSG00000265227
MIR548AI	ENSG00000265226
DNAAF5	ENSG00000164818
TEX22	ENSG00000226174
LOC105378933	ENSG00000226172
MIR4530	ENSG00000266559
FCF1	ENSG00000119616
VSX2	ENSG00000119614
MIR3145	ENSG00000266555
ISLR2	ENSG00000167178
LOC100507277	ENSG00000259082
SAA4	ENSG00000148965
LINC00700	ENSG00000234962
HAPLN4	ENSG00000187664
RAB41	ENSG00000147127
FCGR3B	ENSG00000162747
OLFML2B	ENSG00000162745
KCNMB4	ENSG00000135643
KRBOX4	ENSG00000147121
DCAF15	ENSG00000132017
C19orf57	ENSG00000132016
RPL29	ENSG00000162244
ZNF20	ENSG00000132010
LINC00847	ENSG00000245060
IGFBP7-AS1	ENSG00000245067
PTK6	ENSG00000101213
EEF1A2	ENSG00000101210
GMEB2	ENSG00000101216
MIR4535	ENSG00000266887
SNX25	ENSG00000109762
HEPACAM2	ENSG00000188175
ZC3H6	ENSG00000188177
SMTNL2	ENSG00000188176
ZNF626	ENSG00000188171
CACNA1G-AS1	ENSG00000250107
CPLX3	ENSG00000213578
ZNF224	ENSG00000267680
PARD3-AS1	ENSG00000226386
CHAT	ENSG00000070748
USH1C	ENSG00000006611
SEMA3D	ENSG00000153993
CSAG4	ENSG00000242599
TJP1	ENSG00000104067
GABPB1	ENSG00000104064
FAM95B1	ENSG00000223839
1-Mar	ENSG00000186205
CYP4F12	ENSG00000186204
LCE5A	ENSG00000186207
TNFSF10	ENSG00000121858
GHSR	ENSG00000121853
POLR3GL	ENSG00000121851
PLEKHB2	ENSG00000115762
LOC644090	ENSG00000242048
DNAJB8-AS1	ENSG00000242049
OR4A16	ENSG00000181961
OR52K2	ENSG00000181963
NEUROG1	ENSG00000181965
ADAL	ENSG00000168803
PCDHB11	ENSG00000197479
SNTB2	ENSG00000168807
LCMT2	ENSG00000168806
SPN	ENSG00000197471
ZNF695	ENSG00000197472
ADAM3A	ENSG00000197475
TSR2	ENSG00000158526
SALL3	ENSG00000256463
CPA5	ENSG00000158525
PLA2G4E-AS1	ENSG00000246740
SCARNA9	ENSG00000254911
TNFRSF10A	ENSG00000104689
GSR	ENSG00000104687
TTTY17A	ENSG00000228240
LHX2	ENSG00000106689
SLC1A1	ENSG00000106688
LIMK1	ENSG00000106683
EIF4H	ENSG00000106682
SPATA6L	ENSG00000106686
RMND1	ENSG00000155906
BLM	ENSG00000197299
FITM2	ENSG00000197296
RAMP2-AS1	ENSG00000197291
PSTPIP1	ENSG00000140368
COMMD4	ENSG00000140365
CD3G	ENSG00000160654
UBE2Q2	ENSG00000140367
NAP1L5	ENSG00000177432
LOC101929926	ENSG00000237524
AGFG2	ENSG00000106351
KLF16	ENSG00000129911
OR7E24	ENSG00000237521
LSM5	ENSG00000106355
ZNF180	ENSG00000167384
ZNF226	ENSG00000167380
SORBS3	ENSG00000120896
SERPINB6	ENSG00000124570
HIST1H1D	ENSG00000124575
ABCC10	ENSG00000124574
PTK2B	ENSG00000120899
SNORA21	ENSG00000199293
LINC01138	ENSG00000274020
ROR2	ENSG00000169071
RRN3P2	ENSG00000103472
TAS1R2	ENSG00000179002
MIR320B1	ENSG00000211543
C14orf39	ENSG00000179008
SNORD116-16	ENSG00000207263
NOX5	ENSG00000255346
SNORA70C	ENSG00000207268
ANO2	ENSG00000047617
TDGF1P3	ENSG00000225366
PPP1R26-AS1	ENSG00000225361
CT62	ENSG00000225362
HEBP2	ENSG00000051620
TWSG1	ENSG00000128791
TRMT61A	ENSG00000166166
BTRC	ENSG00000166167
BRD7	ENSG00000166164
CKB	ENSG00000166165
OPN1MW2	ENSG00000166160
LOC105372267	ENSG00000268480
POLL	ENSG00000166169
OBP2A	ENSG00000122136
PAEP	ENSG00000122133
LINC01291	ENSG00000204792
SNORD114-30	ENSG00000201318
TAS2R20	ENSG00000255837
TIFAB	ENSG00000255833
UBIAD1	ENSG00000120942
SNORA74A	ENSG00000200959
SLC26A3	ENSG00000091138
STAU2	ENSG00000040341
LAMB1	ENSG00000091136
SLC26A4	ENSG00000091137
COL11A2	ENSG00000204248
PCDHGB7	ENSG00000254122
LOC105375929	ENSG00000254123
LOC100128239	ENSG00000204241
OR13C3	ENSG00000204246
NKILA	ENSG00000278709
GRHL3	ENSG00000158055
SIT1	ENSG00000137078
DUSP2	ENSG00000158050
MIR6852	ENSG00000137076
CCL21	ENSG00000137077
APTX	ENSG00000137074
RNF38	ENSG00000137075
HIST1H4B	ENSG00000278705
IL11RA	ENSG00000137070
TMEM220	ENSG00000187824
PLK3	ENSG00000173846
NET1	ENSG00000173848
ARHGEF6	ENSG00000129675
AANAT	ENSG00000129673
TMSB4Y	ENSG00000154620
RGSL1	ENSG00000121446
PDZRN3	ENSG00000121440
NR2C1	ENSG00000120798
CHST3	ENSG00000122863
SRGN	ENSG00000122862
PLAU	ENSG00000122861
LRRC39	ENSG00000122477
TRNP1	ENSG00000253368
LOC105379374	ENSG00000253363
ACTN1	ENSG00000072110
CDKL4	ENSG00000205111
SARNP	ENSG00000205323
TMEM88B	ENSG00000205116
UIMC1	ENSG00000087206
CACNG4	ENSG00000075461
DMKN	ENSG00000161249
DNAJA4	ENSG00000140403
SMIM24	ENSG00000095932
RNF138	ENSG00000134758
ELP2	ENSG00000134759
IL12RB2	ENSG00000081985
DSC2	ENSG00000134755
ZNF114	ENSG00000178150
KCTD10	ENSG00000110906
PARL	ENSG00000175193
DDIT3	ENSG00000175197
TSPAN11	ENSG00000110900
VPS37D	ENSG00000176428
BIRC5	ENSG00000089685
SPRYD4	ENSG00000176422
LOC105376736	ENSG00000230337
SPATA13	ENSG00000273167
ATP5O	ENSG00000241837
CECR3	ENSG00000241832
LINC01340	ENSG00000250331
PLEKHO2	ENSG00000241839
B3GALT4	ENSG00000235863
WFDC6	ENSG00000243543
GSN-AS1	ENSG00000235865
RASIP1	ENSG00000105538
CCNJL	ENSG00000135083
ZNF841	ENSG00000197608
KIFC1	ENSG00000237649
MIR143	ENSG00000249669
FAM81B	ENSG00000153347
KRAS	ENSG00000133703
IPO8	ENSG00000133704
LARS	ENSG00000133706
IFNA2	ENSG00000188379
C10orf99	ENSG00000188373
ZP3	ENSG00000188372
H3F3C	ENSG00000188375
FLNB	ENSG00000136068
PLEK	ENSG00000115956
SLC9A9-AS1	ENSG00000240012
LOC285626	ENSG00000249738
MFSD1	ENSG00000118855
PPIG	ENSG00000138398
FASTKD1	ENSG00000138399
MIR4648	ENSG00000264357
MIR3134	ENSG00000264354
CDK15	ENSG00000138395
KCTD21	ENSG00000188997
HUS1B	ENSG00000188996
LOC105376064	ENSG00000275239
MIR4734	ENSG00000275238
LRRC66	ENSG00000188993
LIPI	ENSG00000188992
SLC15A5	ENSG00000188991
SUV39H1	ENSG00000101945
WDR13	ENSG00000101940
GRAMD1A	ENSG00000089351
SLC17A5	ENSG00000119899
LOC105369192	ENSG00000246375
BTN3A1	ENSG00000026950
SEC14L3	ENSG00000100012
FCGR1A	ENSG00000150337
SPECC1L	ENSG00000100014
CNTN4	ENSG00000144619
PIK3CB	ENSG00000051382
SNHG7	ENSG00000233016
LOC101928335	ENSG00000236064
SNORD121B	ENSG00000238300
GOLGA6L2	ENSG00000174450
VWC2L	ENSG00000174453
LOC105378499	ENSG00000232767
C12orf76	ENSG00000174456
LOC283585	ENSG00000258804
FEZF2	ENSG00000153266
LOC101927690	ENSG00000258803
MIR4324	ENSG00000265407
KIF9	ENSG00000088727
TMEM40	ENSG00000088726
ERO1B	ENSG00000086619
LINC01082	ENSG00000269186
DLGAP3	ENSG00000116544
SLC26A8	ENSG00000112053
GABARAPL1	ENSG00000139112
LOC102723883	ENSG00000223504
CPNE8	ENSG00000139117
KIF21A	ENSG00000139116
VPS52	ENSG00000223501
PIP5K1B	ENSG00000107242
MED15	ENSG00000099917
CACNA2D4	ENSG00000151062
DCP1B	ENSG00000151065
CACNA1C	ENSG00000151067
GLIS3	ENSG00000107249
CRHR2	ENSG00000106113
MIR8073	ENSG00000276765
ZDHHC5	ENSG00000156599
ZNF350-AS1	ENSG00000269235
TEAD4	ENSG00000197905
SLC22A6	ENSG00000197901
HIST1H2BK	ENSG00000197903
SDCBP2-AS1	ENSG00000234684
PDE4D	ENSG00000113448
LNPEP	ENSG00000113441
KCNE1	ENSG00000180509
WDR59	ENSG00000103091
HSPB3	ENSG00000169271
CLK1	ENSG00000013441
LOC349160	ENSG00000234352
PROB1	ENSG00000228672
XRCC5	ENSG00000079246
CELA2A	ENSG00000142615
PRDM16	ENSG00000142611
LZTS1-AS1	ENSG00000253733
TEN1	ENSG00000261408
LOC101928035	ENSG00000261404
OR4F3	ENSG00000230178
LOC101927277	ENSG00000261400
DPCR1	ENSG00000168631
WFDC13	ENSG00000168634
LOC101929726	ENSG00000262179
IL1RAPL2	ENSG00000189108
LOC101929227	ENSG00000250493
FLJ33360	ENSG00000250490
KRTAP9-2	ENSG00000239886
C1orf226	ENSG00000239887
MIR5684	ENSG00000263800
RWDD2B	ENSG00000156253
GNA14	ENSG00000156049
CFAP70	ENSG00000156042
GAPDHS	ENSG00000105679
SLC4A2	ENSG00000164889
DDX49	ENSG00000105671
ETV2	ENSG00000105672
ATP4A	ENSG00000105675
TMEM147	ENSG00000105677
ARMC6	ENSG00000105676
ZNF469	ENSG00000225614
GLUD1	ENSG00000148672
DBNDD2	ENSG00000244274
LOC729083	ENSG00000225611
OR10A5	ENSG00000166363
OR2D2	ENSG00000166368
MYT1L-AS1	ENSG00000225619
ASTN2-AS1	ENSG00000229105
LOC101928739	ENSG00000229102
GPR180	ENSG00000152749
EVA1B	ENSG00000142694
AMIGO1	ENSG00000181754
NUTM1	ENSG00000184507
PROS1	ENSG00000184500
GAST	ENSG00000184502
C5orf30	ENSG00000181751
COX18	ENSG00000163626
CDS1	ENSG00000163624
WDFY3	ENSG00000163625
HDDC3	ENSG00000184508
NKX6-1	ENSG00000163623
RXRG	ENSG00000143171
HHIPL1	ENSG00000182218
ZDHHC17	ENSG00000186908
RTN4RL2	ENSG00000186907
ATP2A1-AS1	ENSG00000260442
OGN	ENSG00000106809
C5	ENSG00000106804
MIR151A	ENSG00000254324
SNX17	ENSG00000115234
ITGA4	ENSG00000115232
PSMD14	ENSG00000115233
ASB3	ENSG00000115239
MIR1247	ENSG00000258498
LOC101929002	ENSG00000258499
P2RX1	ENSG00000108405
DHX40	ENSG00000108406
GUF1	ENSG00000151806
NDUFA8	ENSG00000119421
DAZAP1	ENSG00000071626
CERS6-AS1	ENSG00000227617
FRMPD3-AS1	ENSG00000227610
SMCR2	ENSG00000223979
DDX11L1	ENSG00000223972
RASEF	ENSG00000165105
HGSNAT	ENSG00000165102
OBSCN	ENSG00000154358
LONRF1	ENSG00000154359
SEMA3G	ENSG00000010319
PHF7	ENSG00000010318
ZNF493	ENSG00000196268
OR10J3	ENSG00000196266
GINS1	ENSG00000101003
PROCR	ENSG00000101000
GIPR	ENSG00000010310
PPIA	ENSG00000196262
ZNF471	ENSG00000196263
SFTA2	ENSG00000196260
GPER1	ENSG00000164850
UNCX	ENSG00000164853
TMEM184A	ENSG00000164855
LOC100379224	ENSG00000186019
OPN3	ENSG00000054277
ZNF566	ENSG00000186017
NDUFA13	ENSG00000186010
TRMT5	ENSG00000126814
SYTL4	ENSG00000102362
SPPL2C	ENSG00000185294
IL3RA	ENSG00000185291
NUPR2	ENSG00000185290
CCDC137	ENSG00000185298
HMCES	ENSG00000183624
CCR3	ENSG00000183625
ZNF438	ENSG00000183621
DGCR6	ENSG00000183628
GOLGA8G	ENSG00000183629
HRCT1	ENSG00000196196
LOC105372352	ENSG00000267498
EFCAB14	ENSG00000159658
RRAGC	ENSG00000116954
NEXN-AS1	ENSG00000235927
FAM215A	ENSG00000267496
TBCE	ENSG00000116957
HDGFL1	ENSG00000112273
SMIM3	ENSG00000256235
MIR6715A	ENSG00000276857
SNORD116-5	ENSG00000207191
SNORD116-12	ENSG00000207197
GDE1	ENSG00000006007
VOPP1	ENSG00000154978
CA10	ENSG00000154975
RNA5S15	ENSG00000201925
UGT1A8	ENSG00000242366
MIR1185-1	ENSG00000221525
HTR4	ENSG00000164270
CT47A2	ENSG00000242362
ZFAND1	ENSG00000104231
RP1	ENSG00000104237
APOOL	ENSG00000155008
MIR8055	ENSG00000276580
SPATA31A5	ENSG00000276581
RMDN1	ENSG00000176623
MIR6737	ENSG00000276584
LUC7L	ENSG00000007392
C8orf37-AS1	ENSG00000253773
KIF25-AS1	ENSG00000229921
AVPR1B	ENSG00000198049
ZNF84	ENSG00000198040
MAK16	ENSG00000198042
ZNF667	ENSG00000198046
PGLYRP1	ENSG00000008438
ZNF692	ENSG00000171163
MORN4	ENSG00000171160
ZNF672	ENSG00000171161
NAIF1	ENSG00000171169
LOC105375266	ENSG00000230680
PLA2G4B	ENSG00000243708
LEFTY1	ENSG00000243709
OR11H4	ENSG00000176198
HSD11B1L	ENSG00000167733
DUBR	ENSG00000243701
LY6G5C	ENSG00000204428
C6orf25	ENSG00000204420
LY6G6C	ENSG00000204421
ABHD16A	ENSG00000204427
LY6G6F	ENSG00000204424
SPRYD3	ENSG00000167778
IGFBP6	ENSG00000167779
OTUB1	ENSG00000167770
RCOR2	ENSG00000167771
ANGPTL4	ENSG00000167772
NDUFA7	ENSG00000167774
CD320	ENSG00000167775
ANXA8	ENSG00000265190
C18orf32	ENSG00000177576
EPM2AIP1	ENSG00000178567
CD28	ENSG00000178562
ERBB4	ENSG00000178568
LOC105372751	ENSG00000237484
PROM1	ENSG00000007062
MIR8084	ENSG00000277063
PPP3CC	ENSG00000120910
PDLIM2	ENSG00000120913
XACT	ENSG00000241743
EPHX2	ENSG00000120915
SNORD115-34	ENSG00000199311
DGKB	ENSG00000136267
BZW2	ENSG00000136261
SNORD115-28	ENSG00000200801
MAGEC2	ENSG00000046774
C16orf92	ENSG00000167194
GOLGA6C	ENSG00000167195
FBXO22	ENSG00000167196
GPRC5B	ENSG00000167191
CRK	ENSG00000167193
CATSPER2P1	ENSG00000205771
MIR302B	ENSG00000249532
GAGE1	ENSG00000205777
LINC01258	ENSG00000249534
ANPEP	ENSG00000166825
MESP1	ENSG00000166823
TMEM170A	ENSG00000166822
PEX11A	ENSG00000166821
TIAF1	ENSG00000221995
SCNN1G	ENSG00000166828
DYRK2	ENSG00000127334
YEATS4	ENSG00000127337
SIGLECL1	ENSG00000179213
CALR	ENSG00000179218
LINC00311	ENSG00000179219
OR1I1	ENSG00000094661
CYP2C19	ENSG00000165841
ITGA2B	ENSG00000005961
LYZL4	ENSG00000157093
MIR6870	ENSG00000273745
MIR6075	ENSG00000273742
TTC9	ENSG00000133985
NEK1	ENSG00000137601
COX16	ENSG00000133983
VRTN	ENSG00000133980
LTN1	ENSG00000198862
RUNDC1	ENSG00000198863
TSEN15	ENSG00000198860
CCDC152	ENSG00000198865
SLC35D2	ENSG00000130958
NUTM2F	ENSG00000130950
HABP4	ENSG00000130956
FBP2	ENSG00000130957
DYRK1A	ENSG00000157540
SMARCC1	ENSG00000173473
KCNJ6	ENSG00000157542
CXorf65	ENSG00000204165
LOC101928797	ENSG00000233569
C10orf128	ENSG00000204161
ZDHHC18	ENSG00000204160
TLR10	ENSG00000174123
TLR1	ENSG00000174125
DANT2	ENSG00000235244
GJA8	ENSG00000121634
RNF181	ENSG00000168894
OSTM1	ENSG00000081087
LILRA5	ENSG00000187116
OPN1MW3	ENSG00000269433
NXF2B	ENSG00000269437
SNORD30	ENSG00000277846
MIR6811	ENSG00000277842
MIR5701-2	ENSG00000277841
ACSBG2	ENSG00000130377
MIR4284	ENSG00000265724
MIR3144	ENSG00000265725
GABRB2	ENSG00000145864
RNF145	ENSG00000145860
C1QTNF2	ENSG00000145861
GABRA6	ENSG00000145863
GRAP	ENSG00000154016
FBXO38	ENSG00000145868
MIR4484	ENSG00000265092
C1QTNF1-AS1	ENSG00000265096
RPL13AP6	ENSG00000234118
MIR4510	ENSG00000265098
ILF3	ENSG00000129351
SLC44A2	ENSG00000129353
AP1M2	ENSG00000129354
CDKN2D	ENSG00000129355
OR2A20P	ENSG00000170356
PDE7B	ENSG00000171408
GTF2H3	ENSG00000111358
KRT13	ENSG00000171401
KRT9	ENSG00000171403
XAGE3	ENSG00000171402
XAGE5	ENSG00000171405
LOC100506083	ENSG00000261777
FAIM2	ENSG00000135472
PAN2	ENSG00000135473
LINC01443	ENSG00000266554
ESPL1	ENSG00000135476
TBC1D25	ENSG00000068354
RAB40AL	ENSG00000102128
TAZ	ENSG00000102125
PHF12	ENSG00000109118
RAD51AP2	ENSG00000214842
CLEC11A	ENSG00000105472
SUPT6H	ENSG00000109111
NARR	ENSG00000109113
CCDC114	ENSG00000105479
RAB40C	ENSG00000197562
LINC01502	ENSG00000237339
PTPN7	ENSG00000143851
PARP4	ENSG00000102699
PLN	ENSG00000198523
GPN1	ENSG00000198522
ZNF43	ENSG00000198521
ZNF780B	ENSG00000128000
ADGRB3	ENSG00000135298
ANKRD6	ENSG00000135299
ZIC2	ENSG00000043355
ADHFE1	ENSG00000147576
MTO1	ENSG00000135297
DNAJC5B	ENSG00000147570
CRH	ENSG00000147571
TRIM55	ENSG00000147573
PYGM	ENSG00000068976
PPP2R5B	ENSG00000068971
SNORD10	ENSG00000238917
HEMGN	ENSG00000136929
GABBR2	ENSG00000136928
PIGK	ENSG00000142892
FCRLB	ENSG00000162746
B9D1	ENSG00000108641
HSD3B7	ENSG00000099377
ZNF41	ENSG00000147124
NDUFB11	ENSG00000147123
PIGZ	ENSG00000119227
PLEKHO1	ENSG00000023902
GCLM	ENSG00000023909
EML6	ENSG00000214595
TRIM37	ENSG00000108395
MIR1256	ENSG00000221808
MIR548H2	ENSG00000221801
SNORD23	ENSG00000221803
TBX21	ENSG00000073861
UCN2	ENSG00000145040
DCAF1	ENSG00000145041
NAAA	ENSG00000138744
TRPC3	ENSG00000138741
GRTP1	ENSG00000139835
FUNDC2	ENSG00000165775
RAB20	ENSG00000139832
PRKX-AS1	ENSG00000236188
GLTSCR1	ENSG00000063169
ZNF599	ENSG00000153896
LPIN2	ENSG00000101577
METTL4	ENSG00000101574
SOGA3	ENSG00000214338
FOXI3	ENSG00000214336
MCOLN2	ENSG00000153898
LOC283922	ENSG00000214331
STK38	ENSG00000112079
MANEA	ENSG00000172469
SHISA8	ENSG00000234965
PRSS30P	ENSG00000172460
FUT9	ENSG00000172461
ZNF24	ENSG00000172466
OR5AP2	ENSG00000172464
TCEAL1	ENSG00000172465
TWIST2	ENSG00000233608
LOC101927926	ENSG00000233605
LINC01392	ENSG00000233607
ERI3-IT1	ENSG00000233602
NKX2-3	ENSG00000119919
TECTB	ENSG00000119913
IDE	ENSG00000119912
ELOVL3	ENSG00000119915
IFIT3	ENSG00000119917
LOC100505824	ENSG00000232265
TRMT10C	ENSG00000174173
COMMD3	ENSG00000148444
PIR	ENSG00000087842
PCDH15	ENSG00000150275
IL7	ENSG00000104432
STMN2	ENSG00000104435
ZMPSTE24	ENSG00000084073
TYRP1	ENSG00000107165
FUBP3	ENSG00000107164
TMEM170B	ENSG00000205269
PPIE	ENSG00000084072
CNN3	ENSG00000117519
TCF7	ENSG00000081059
SPHAR	ENSG00000213029
NUP62	ENSG00000213024
KLK9	ENSG00000213022
SYT3	ENSG00000213023
ZNF611	ENSG00000213020
RPL29P2	ENSG00000240480
JOSD1	ENSG00000100221
RTCB	ENSG00000100220
METTL9	ENSG00000197006
FBXO7	ENSG00000100225
POLDIP3	ENSG00000100227
GTPBP1	ENSG00000100226
RAB36	ENSG00000100228
ZNF138	ENSG00000197008
ABCC12	ENSG00000140798
AKR1C2	ENSG00000151632
LOC101927948	ENSG00000229494
MYLK3	ENSG00000140795
LOC105373191	ENSG00000229491
HCG2040054	ENSG00000235760
CRIP2	ENSG00000182809
POGZ	ENSG00000143442
C1orf56	ENSG00000143443
MASTL	ENSG00000120539
MDFIC	ENSG00000135272
LINC00557	ENSG00000260962
RAC3	ENSG00000169750
NRG4	ENSG00000169752
LIMS1	ENSG00000169756
TMEM266	ENSG00000169758
LOC101929144	ENSG00000261615
RPTN	ENSG00000215853
LOC101927009	ENSG00000261617
MIR4641	ENSG00000266494
PTPRD	ENSG00000153707
PITHD1	ENSG00000057757
NBPF3	ENSG00000142794
HSPG2	ENSG00000142798
LOC101929523	ENSG00000226445
MIR548I4	ENSG00000221494
MIR320C1	ENSG00000221493
SNORA2C	ENSG00000221491
ABAT	ENSG00000183044
SLC25A10	ENSG00000183048
CAMK1D	ENSG00000183049
GPR162	ENSG00000250510
LOC101928203	ENSG00000250514
CNST	ENSG00000162852
TFB2M	ENSG00000162851
MGAT4EP	ENSG00000184774
MLKL	ENSG00000168404
IGFBP7	ENSG00000163453
SELENOF	ENSG00000183291
NMU	ENSG00000109255
TRAM2-AS1	ENSG00000225791
LOC105375304	ENSG00000225792
FAAP20	ENSG00000162585
MIR4306	ENSG00000263615
LOC101927079	ENSG00000259176
LOC101929586	ENSG00000259175
LOC104613533	ENSG00000259170
CCL20	ENSG00000115009
PCDHGA12	ENSG00000253159
MT1A	ENSG00000205362
CYTH3	ENSG00000008256
MT1M	ENSG00000205364
IFNL1	ENSG00000182393
LOC440446	ENSG00000225860
DNM1P46	ENSG00000182397
LOC100631378	ENSG00000225868
SVOPL	ENSG00000157703
RPS3	ENSG00000149273
ATF7IP2	ENSG00000166669
CHRFAM7A	ENSG00000166664
CHST15	ENSG00000182022
CRYBB2	ENSG00000244752
N4BP2L2	ENSG00000244754
ALKBH5	ENSG00000091542
MPPED1	ENSG00000186732
LOC105376633	ENSG00000254516
LOC100507384	ENSG00000254519
LINC00882	ENSG00000242759
SHISA3	ENSG00000178343
KCNG2	ENSG00000178342
GOLGA8O	ENSG00000206127
CD96	ENSG00000153283
STK3	ENSG00000104375
DKK4	ENSG00000104371
DLK1	ENSG00000185559
MIR1469	ENSG00000185551
OTUD1	ENSG00000165312
CEP192	ENSG00000101639
ST8SIA5	ENSG00000101638
NIPA1	ENSG00000170113
ALG10B	ENSG00000175548
LINC00032	ENSG00000231459
S100Z	ENSG00000171643
MAP1LC3C	ENSG00000197769
LINC01305	ENSG00000231453
CFD	ENSG00000197766
CABP4	ENSG00000175544
ZIK1	ENSG00000171649
TXNRD3	ENSG00000197763
FJX1	ENSG00000179431
LINC01126	ENSG00000279873
FAM135A	ENSG00000082269
MIR4253	ENSG00000264014
GPSM1	ENSG00000160360
CCR4	ENSG00000183813
SBF2-AS1	ENSG00000246273
LIN9	ENSG00000183814
MAGEA10	ENSG00000124260
MIR3938	ENSG00000264013
KRTAP4-4	ENSG00000171396
ASGR2	ENSG00000161944
BCL6B	ENSG00000161940
LOC399886	ENSG00000255267
RPH3A	ENSG00000089169
LOC107986898	ENSG00000253633
CXCR4	ENSG00000121966
GTDC1	ENSG00000121964
ZNF362	ENSG00000160094
FNDC5	ENSG00000160097
TMSB10	ENSG00000034510
TUBB6	ENSG00000176014
LYSMD3	ENSG00000176018
LOC105375903	ENSG00000253983
LOC101927752	ENSG00000253982
MAMDC4	ENSG00000177943
CENPBD1	ENSG00000177946
ODF3	ENSG00000177947
NFIA-AS1	ENSG00000237853
MIR409	ENSG00000199107
MIR346	ENSG00000199104
MIR302C	ENSG00000199102
CHRND	ENSG00000135902
PAX3	ENSG00000135903
MIR411	ENSG00000199109
LOC100132813	ENSG00000248050
MIR514B	ENSG00000252583
DTX3L	ENSG00000163840
ZNF148	ENSG00000163848
LOC400499	ENSG00000188897
MSL1	ENSG00000188895
IFT74	ENSG00000096872
SAA1	ENSG00000173432
SNORA50A	ENSG00000206952
LOC105374952	ENSG00000272269
WAC	ENSG00000095787
SNORA51	ENSG00000271798
SNORD118	ENSG00000200463
MIR6749	ENSG00000274314
FBXO46	ENSG00000177051
MIR6134	ENSG00000277569
SLC38A9	ENSG00000177058
ZNF503-AS2	ENSG00000237149
GOLGA8IP	ENSG00000277561
GPC5	ENSG00000179399
EML1	ENSG00000066629
FAM21C	ENSG00000172661
TMEM134	ENSG00000172663
C1orf101	ENSG00000179397
ZMAT3	ENSG00000172667
LOC254896	ENSG00000173535
LOC105379487	ENSG00000279094
MST1	ENSG00000173531
TNFRSF10D	ENSG00000173530
C4B	ENSG00000224389
LOC654841	ENSG00000236432
MTERF4	ENSG00000122085
LOC101928271	ENSG00000236436
IQCK	ENSG00000174628
LINC00945	ENSG00000232539
LOC102723766	ENSG00000249096
TIA1	ENSG00000116001
MIR491	ENSG00000207609
PCYOX1	ENSG00000116005
MIR200A	ENSG00000207607
MIR554	ENSG00000207606
MIR191	ENSG00000207605
MIR206	ENSG00000207604
MIR106A	ENSG00000207602
MIR598	ENSG00000207600
PPP1R8	ENSG00000117751
PDE8B	ENSG00000113231
HERPUD2	ENSG00000122557
STX12	ENSG00000117758
LOC255654	ENSG00000242042
LRP2	ENSG00000081479
ZCCHC16	ENSG00000187823
MRPS12	ENSG00000128626
SPANXC	ENSG00000198573
CHTF8	ENSG00000168802
LOC101928322	ENSG00000270111
OR2L1P	ENSG00000224227
ACAA2	ENSG00000167315
VSTM2A-OT1	ENSG00000224223
USP17L13	ENSG00000232399
LINC01440	ENSG00000235166
C12orf75	ENSG00000235162
CTSF	ENSG00000174080
PPAT	ENSG00000128059
FAM8A1	ENSG00000137414
VARS2	ENSG00000137411
SMIM1	ENSG00000235169
TAF8	ENSG00000137413
STPG3-AS1	ENSG00000275549
MIR4700	ENSG00000175970
MRGPRX1	ENSG00000170255
SCRN3	ENSG00000144306
C5orf17	ENSG00000248874
NAPG	ENSG00000134265
TNFSF12-TNFSF13	ENSG00000248871
PRSS2	ENSG00000275896
U2AF1L5	ENSG00000275895
LOC100506122	ENSG00000248872
LINC01587	ENSG00000082929
KDM5C	ENSG00000126012
TSPAN2	ENSG00000134198
HMMR	ENSG00000072571
CXCR3	ENSG00000186810
TGFBR3	ENSG00000069702
REG4	ENSG00000134193
RPARP-AS1	ENSG00000269609
MIR3153	ENSG00000265112
MIR4731	ENSG00000265110
HDAC7	ENSG00000061273
SALL1	ENSG00000103449
SUPT20H	ENSG00000102710
CTBP2	ENSG00000175029
TBC1D30	ENSG00000111490
LRIG3	ENSG00000139263
SYNE1	ENSG00000131018
9-Mar	ENSG00000139266
INHBE	ENSG00000139269
TWISTNB	ENSG00000105849
