Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
MYLK	0.100911	4.6e-05	0.000107	0.001139	4.4e-05	0.005537	0.018231	0.013936	1.0	0.170725	0.005283	0.001392	0.037592	0.354012	0.022142	0.086141	0.00348	0.001883	0.0	0.009555	0.055746	0.089625	0.002462	0.026546	0.091064	0.186169	0.061044	0.052697	0.114219	0.214737	0.161565	4.5e-05	0.000223	5.8e-05
MYLPF	1.5e-05	0.016088	0.027169	0.053059	0.279032	0.002701	0.000131	0.007995	9e-05	1.7e-05	0.0	0.000131	0.040547	0.004014	5.4e-05	1.1e-05	0.000144	0.096347	0.309753	5.6e-05	0.000385	2.2e-05	1.0	2.2e-05	0.002062	0.013366	0.001063	0.000747	9e-06	2.8e-05	0.008095	0.008705	0.015597	0.079196
MYO10	0.381606	0.000929	1.6e-05	0.008991	0.0	0.610746	0.242582	0.437312	0.190048	0.251993	0.322223	0.120828	0.243619	0.546642	1.0	0.213591	0.299838	0.030866	0.031169	0.682669	0.114739	0.219989	0.03056	0.463355	0.259949	0.268769	0.527484	0.38465	0.535856	0.335429	0.167586	0.00077	1e-06	3e-06
MYO15A	0.08086	0.168673	0.083482	0.028425	0.022614	0.006627	0.101741	0.020102	0.038579	0.0	0.061475	0.27971	0.090623	0.143388	0.067472	0.085009	0.199404	0.108953	0.205686	0.095902	0.137094	0.096224	0.051628	0.017312	0.14151	0.310782	0.092424	0.118935	0.136927	0.247535	0.03511	0.041657	0.044808	0.007851
MYO1D	0.451354	0.024894	0.030966	0.010165	0.009931	0.214974	0.099546	0.201749	0.157707	0.083287	0.134918	0.076266	0.198008	0.109277	0.192695	1.0	0.154209	0.072835	0.005953	0.677454	0.063118	0.431561	0.075223	0.103502	0.498377	0.021664	0.097875	0.188958	0.212672	0.119743	0.064488	0.021642	0.026134	0.024861
MYO1G	0.000151	0.461814	0.54809	0.855494	0.926846	0.00041	0.001119	0.000343	0.00041	0.0	0.000813	1.6e-05	0.000252	0.000252	0.000204	0.00021	0.000584	0.016503	0.146963	0.000291	0.000878	0.000614	0.000447	0.000249	0.000107	0.000158	0.000252	0.000219	0.000198	0.000166	0.000437	0.224139	0.826742	1.0
MYOM2	0.002385	0.011168	0.007569	0.003682	1.0	0.001251	0.000491	0.002594	0.007255	0.001758	0.002807	0.0	0.007724	0.01149	0.004551	0.001496	3.1e-05	0.012279	0.005787	0.004001	0.010359	0.003407	0.003842	0.005863	0.010332	0.000654	0.00784	0.003452	0.000711	0.003167	0.002766	0.01676	0.263297	0.218315
MYOZ1	0.010402	0.000111	0.000172	0.0	0.001332	7e-06	0.000262	0.000404	0.01926	0.027482	0.00069	0.007294	0.028195	0.018718	0.000111	0.005083	0.041322	0.861374	4e-06	0.000115	0.026173	4.8e-05	0.00144	0.010853	0.002305	0.01609	0.006832	0.006805	0.010344	0.00582	0.001251	0.0	2.9e-05	4.6e-05
NACC1	0.254481	0.013176	0.052389	0.102125	0.139904	0.586259	0.652244	0.348051	0.724064	0.53707	0.368376	0.41827	0.283651	0.205644	0.205091	0.429709	0.607462	0.307916	0.170659	0.558578	0.754679	0.482331	1.0	0.383849	0.353434	0.219577	0.289942	0.381975	0.711116	0.372292	0.265093	0.0	0.06579	0.101385
NAP1L1	0.263113	0.301957	0.249845	0.167043	0.075968	0.269024	0.248593	0.134799	0.126806	0.279204	0.15731	0.262503	0.106622	0.244456	1.0	0.155909	0.260344	0.203905	0.0	0.067836	0.216633	0.145399	0.138886	0.241798	0.265794	0.167397	0.135479	0.16506	0.161182	0.162836	0.156758	0.562639	0.287067	0.194311
NAP1L3	0.391977	0.006401	0.022273	1.4e-05	0.074337	0.013045	0.002012	0.024315	0.047488	0.027501	0.000676	0.106868	0.326431	0.055614	0.269303	0.149655	0.005879	0.0	0.00011	0.074141	0.038616	0.250762	0.069016	0.14628	0.514346	0.101588	0.056134	0.152679	0.143281	0.079601	0.13065	0.242868	0.299402	0.179675
NAPEPLD	0.336617	0.198681	0.148184	0.017646	0.14232	0.117638	0.059436	0.058248	0.224263	0.576226	0.075324	0.339152	0.282857	0.176179	0.868257	0.182882	0.043182	0.036247	0.0	0.753702	0.020325	0.161431	0.176361	0.256731	1.0	0.49074	0.199553	0.315092	0.428573	0.342206	0.187569	0.167655	0.070125	0.14408
NAPSB	1e-06	0.384159	1.0	0.233835	0.001559	0.0	1.3e-05	0.0	9e-06	0.000171	0.0	1.3e-05	0.000576	1e-06	5e-06	1e-06	1.4e-05	0.000219	0.000188	5e-06	3.8e-05	2e-06	2e-06	2e-06	1e-06	0.000316	1e-06	2e-06	1e-06	3e-06	2e-06	0.001119	0.000774	2e-06
NAV3	0.038382	1.5e-05	2.5e-05	0.002094	0.0	0.289722	0.194606	0.059167	0.016569	0.052181	0.032718	0.182575	0.308364	0.448698	0.831939	0.518323	0.256349	2e-06	0.099671	0.246759	0.350631	0.680513	1.0	0.477266	0.448457	0.416388	0.453702	0.535203	0.98143	0.289075	0.847829	3.3e-05	1e-06	4e-06
NBPF3	0.090413	0.002041	0.039832	0.031747	0.098919	0.043627	0.217684	0.061171	0.131266	0.123849	0.151108	0.091512	0.133916	0.263769	0.142284	0.303056	0.194031	0.031027	0.094326	0.168814	0.760243	0.171674	0.124388	0.199735	0.246852	0.187538	1.0	0.326692	0.13708	0.241611	0.282796	0.138884	0.098833	0.161588
NCAM1	0.006884	0.002084	0.000589	0.003715	1.0	0.004902	0.013678	0.018649	0.001857	0.017881	0.000461	0.00162	0.017881	0.009193	0.1028	0.033535	0.003189	0.001273	0.003953	0.044092	0.05017	0.01103	0.100569	0.005246	0.002856	0.0	0.002076	0.003817	0.017327	0.000717	0.241462	0.000116	0.000819	0.006772
NCAPG	0.334188	0.001296	0.005557	0.0	0.015306	0.895236	0.770712	0.35785	0.024107	0.116839	0.009811	0.038231	0.287343	0.103115	0.513404	0.070068	0.537801	0.126437	0.038085	0.475126	0.413569	0.058783	0.77129	0.589248	0.404099	0.059213	0.045065	0.086675	0.095092	0.374407	0.913765	0.000719	0.0	0.013548
NCR1	2e-06	0.000796	0.001627	0.003825	1.0	0.0	1.7e-05	0.0	1.1e-05	2e-06	0.0	1.7e-05	2e-06	2e-06	7e-06	1e-06	1.8e-05	3.1e-05	0.064262	0.000193	4.9e-05	0.001459	3e-06	3e-06	2e-06	2e-06	1e-06	2e-06	1e-06	4e-06	0.0001	0.0005	0.000327	0.016185
NDC80	0.266729	0.09822	0.059485	0.0	0.084325	0.382121	0.383804	0.201748	0.017327	0.088662	0.010805	0.030687	0.224831	0.061593	0.297855	0.037072	0.311946	0.081287	0.247319	0.237314	0.285985	0.029341	0.421129	0.338395	0.336158	0.031714	0.043302	0.051587	0.051163	0.26796	0.533378	0.100309	0.193332	0.120905
NDRG1	0.060853	0.003971	0.003959	0.015782	0.005383	0.001975	0.01359	0.024991	0.039304	0.027409	0.572679	0.064679	0.018462	0.004757	0.013308	0.051545	0.213211	0.003815	0.011352	0.008111	0.0	0.016164	0.01824	0.052128	0.000775	0.006656	0.020089	0.022629	0.079492	0.016668	0.0297	0.005988	0.021106	0.014233
NDUFA13	0.234874	0.120672	0.294591	0.210767	0.266325	0.197063	0.024178	0.426133	0.195204	0.196139	0.260974	0.153899	0.376548	0.370635	0.199861	0.161912	0.253693	0.398261	0.0	0.290455	0.114347	0.249425	0.245198	0.300245	0.5615	0.959608	0.762473	1.0	0.149854	0.229235	0.158416	0.147323	0.307335	0.296223
NDUFB6	0.118148	0.0	0.03648	0.056904	0.087301	0.132038	0.302229	0.122114	0.029835	0.154723	0.012054	0.15076	0.499026	0.058154	0.153521	0.006221	0.348041	0.347128	0.21635	0.09566	0.317913	0.053794	0.144689	0.147171	0.217551	0.401957	0.193085	0.501266	0.051423	0.173519	0.205266	0.012463	0.089691	0.082737
NEGR1	1.0	1.5e-05	2.6e-05	0.019482	0.00054	0.097985	0.03052	0.009341	0.004585	0.104214	0.004337	0.092079	0.197554	0.019805	0.110714	0.231132	0.001976	5e-06	0.011631	0.010347	0.053422	0.184236	0.053804	0.159934	0.475245	0.041482	0.292934	0.103655	0.345296	0.056261	0.267023	0.00056	0.0	3e-06
NEK11	0.191898	0.034171	0.043844	0.0	0.000982	0.022114	0.024159	0.028432	0.381714	0.31184	0.094211	0.033593	0.200918	0.25849	1.0	0.279441	0.100499	0.042071	0.180838	0.039635	0.105999	0.306981	0.058896	0.083093	0.116851	0.240082	0.099972	0.088669	0.081835	0.121152	0.081052	0.074903	0.091328	0.037286
NEK2	0.246431	0.002886	0.005737	0.0	0.030759	0.479649	0.617739	0.30706	0.008177	0.1695	0.025586	0.049389	0.319978	0.140225	0.108882	0.032805	0.486324	0.083132	0.028932	0.386207	0.709301	0.037584	0.411963	0.58789	0.473973	0.056695	0.0711	0.090854	0.113902	0.517766	1.0	0.001835	0.007377	0.015542
NEK7	0.126526	0.019517	0.006703	0.03948	0.04562	0.155914	0.011153	0.054026	0.082116	0.035121	0.020951	0.045472	1.0	0.068445	0.158562	0.238376	0.0	0.026739	0.105575	0.034598	0.054208	0.488536	0.038999	0.44255	0.27002	0.048575	0.141572	0.15554	0.309908	0.045715	0.100715	0.044182	0.049255	0.095194
NEK9	0.392802	0.397048	0.298542	0.115856	0.148556	0.194244	0.01811	0.208895	0.133519	0.232352	0.179398	0.554771	0.192406	0.797196	0.48419	0.358508	0.0	0.052321	0.096138	0.309858	0.173628	0.252382	0.137026	0.331889	0.36774	0.848035	0.598563	0.546535	0.776654	1.0	0.352158	0.382262	0.175658	0.171081
NELL2	4.5e-05	6e-06	0.001226	0.007999	0.003047	0.000672	0.009285	5.7e-05	0.002113	0.000156	0.000123	0.000957	0.0002	0.000597	0.005349	0.00036	0.019145	0.0	0.000846	0.000196	4e-05	3e-06	0.000418	3e-06	0.000193	0.000173	0.000222	2e-06	0.000295	3e-06	0.000875	1.0	0.340365	0.535358
NEO1	0.361502	0.028839	0.048146	0.0	0.188723	0.006483	0.005119	0.279547	0.339392	0.630984	0.32244	0.472089	0.122794	0.406176	0.718797	0.25715	0.244205	0.000414	0.011502	0.265219	0.327935	0.921168	0.118694	0.128332	0.629712	0.249647	0.609973	0.365524	0.663999	0.203035	0.163117	0.111995	0.191095	0.108855
NES	0.00094	0.000141	1e-05	0.0	1e-06	0.646186	1.0	0.214475	0.158858	0.002477	0.000153	0.114735	0.02292	0.215148	0.190993	0.08528	0.002481	0.028485	0.0	0.08076	0.184315	0.002444	0.120099	0.297175	0.457036	0.185382	0.022227	0.155587	0.151484	0.247963	0.140731	0.000257	1e-06	3e-06
NETO1	1.2e-05	1.0	0.081088	0.0	0.000645	3e-06	9.6e-05	4e-06	0.001219	0.047232	0.000337	0.00189	1.3e-05	0.01543	4.1e-05	0.000847	0.011963	0.0	0.000307	4.2e-05	0.010452	0.000731	1.9e-05	1.8e-05	1e-05	0.001206	9e-06	1.3e-05	8e-06	0.00132	0.000398	0.0	1.1e-05	1.7e-05
NETO2	0.02527	0.006264	0.047762	0.124316	0.0	0.404964	0.376841	0.236393	0.497547	0.213433	0.442742	0.174987	0.07178	0.068327	0.02509	0.177851	0.321071	0.102348	0.016226	0.445317	0.199866	0.039885	0.39816	0.28529	0.018523	0.02785	0.06087	0.02388	1.0	0.043248	0.069507	0.000199	0.052789	0.020588
NEURL2	0.089386	0.093661	0.025385	0.0	0.006756	0.091456	0.060608	0.139324	0.103124	0.054106	0.129785	0.237529	0.128596	0.314632	0.225945	0.135716	0.118712	0.015324	0.086941	0.120329	0.165572	0.197437	0.086802	0.109555	0.213437	0.319741	0.272199	0.104602	0.126949	0.365715	0.21752	0.102483	0.095604	0.045719
NID1	0.042783	5.2e-05	3e-06	0.016839	0.0	0.11962	0.065314	0.315603	0.023029	0.001971	0.001293	1.0	0.092697	0.034743	0.051745	0.16699	0.008476	0.001184	4.8e-05	0.058539	0.305751	0.047552	0.214767	0.092145	0.069252	0.044678	0.124584	0.087044	0.161832	0.053568	0.114529	0.000293	2.6e-05	1e-06
NIPAL4	0.000122	0.058997	0.013833	0.004278	0.000364	0.0	2.9e-05	0.0	0.014192	0.007153	0.088123	0.00316	0.000282	0.000758	0.000242	0.000535	0.184478	0.008767	0.00281	1.2e-05	0.001237	0.000925	0.000445	0.001542	2e-06	0.000113	0.00039	0.000308	0.000309	0.000269	0.00314	1e-06	0.000658	0.000167
NKG7	0.0	0.001234	0.001347	0.004675	1.0	0.0	1e-06	0.0	1e-06	0.0	0.0	1e-06	0.0	0.0	1e-06	0.0	2e-06	7e-06	0.003538	1e-06	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.015389	0.335384
NLRP2	0.005448	0.145678	0.085192	0.033318	0.706027	0.013928	0.053895	0.065606	0.418991	0.168161	0.43929	7e-05	0.001197	0.00176	0.0	0.000351	1.0	0.268135	0.129224	0.053124	0.000303	0.034146	0.003492	0.016587	0.001471	0.000866	0.001469	0.007513	0.00361	0.018481	0.004797	0.169555	0.166312	0.171534
NLRP3	0.000169	0.000444	0.000702	1.0	0.002613	0.000218	0.004568	0.000121	0.004542	0.008116	0.000913	8e-06	0.002001	2.9e-05	7.6e-05	0.00016	0.009603	0.018205	0.087073	0.000378	0.000636	0.000679	1e-06	0.000288	0.00202	0.0	0.000201	0.000294	0.000469	9.8e-05	0.00198	0.001516	0.01086	0.004127
NMUR1	0.001872	0.000668	4.8e-05	3.6e-05	1.0	4.8e-05	7.4e-05	0.000241	5.1e-05	0.000267	0.0	7.4e-05	9e-06	0.003695	0.001401	0.001086	8.1e-05	0.012275	0.000896	3.2e-05	0.000218	0.000771	0.000332	0.000423	0.000268	0.00098	6e-06	0.001864	0.001464	0.001642	0.000594	0.000432	0.004854	0.101951
NOS3	0.017996	0.01414	0.024584	0.004858	0.031055	1.0	0.534961	0.574192	0.060677	0.002408	0.003271	0.042333	0.012584	0.009175	0.030797	0.041295	0.050594	9.2e-05	0.000408	0.033065	0.160631	0.0	0.052928	0.046471	0.037454	0.004982	0.021116	0.01293	0.0028	0.016879	0.043725	0.058639	0.196359	0.037261
NOSTRIN	0.019552	2.4e-05	4.8e-05	0.01045	0.001674	0.029459	0.184415	0.111395	0.001244	0.068427	0.008648	0.005472	0.008834	0.004422	0.006054	0.007707	9.2e-05	0.000236	0.000596	0.003887	0.010073	0.016394	0.003356	0.011407	0.000751	0.005078	0.003369	0.002985	0.001415	0.008157	0.002343	0.01356	0.003496	0.0
NOTCH3	0.088227	0.000119	8e-06	0.000374	0.0	0.022572	0.004259	0.005377	0.124187	0.008318	0.393301	0.249773	0.092521	0.059621	0.10401	0.022035	0.007332	0.009759	0.001828	0.00813	0.031951	0.135367	0.149078	0.448594	0.578364	0.056225	0.050385	0.164412	1.0	0.076183	0.03502	2e-06	0.0	1e-06
NOTCH4	0.004073	0.044339	0.067137	0.087865	0.021967	0.49627	1.0	0.300977	0.023301	0.001755	0.000921	0.050029	0.011592	0.005928	0.009842	0.001576	0.004304	0.002409	0.167371	0.022141	0.013791	0.004395	0.006036	0.010295	0.014709	0.007162	0.008449	0.010101	0.003926	0.0102	0.008009	0.0	0.006267	0.00505
NOV	0.063594	3e-06	4e-06	0.000456	0.0	0.001663	0.006514	0.001155	0.058829	0.00479	0.000649	0.005375	0.002508	0.121115	0.109802	0.044298	0.00016	0.0049	0.057142	1.0	0.00057	0.020482	0.00851	0.003708	0.649724	0.015518	0.021996	0.038377	0.107854	0.041032	0.006645	0.0	1e-06	1e-06
NPAS1	0.025801	9.1e-05	0.014269	0.0	0.000937	0.009014	0.006691	0.001149	0.022292	0.014703	0.021857	0.361027	0.814503	0.012135	0.035171	0.011427	0.021663	0.082648	3e-06	0.014563	0.070215	0.034351	0.107399	0.160093	0.004487	0.019725	0.023452	0.027607	0.039314	0.013957	0.016525	0.001671	0.003331	0.002695
NPAS2	0.069861	1.5e-05	2.4e-05	3.2e-05	2e-06	0.112301	0.063944	0.055708	1.0	0.133567	0.130748	0.143175	0.051287	0.016788	0.082418	0.086537	0.218716	0.00649	0.0	0.07246	0.075815	0.048103	0.076346	0.230266	0.054027	0.018276	0.044639	0.073726	0.127882	0.051791	0.062371	0.0336	0.002184	0.000465
NRCAM	0.001724	0.000985	0.000392	6e-06	0.0	0.486505	0.202818	0.031143	0.481695	1.0	0.061111	0.220314	0.039483	0.012304	0.016557	0.008413	0.042368	0.010103	0.001133	0.249495	0.004141	0.007096	0.049343	0.032542	0.010341	0.004626	0.001272	0.008246	0.060349	0.004266	0.002272	0.033065	1e-06	0.000922
NRG1	0.002649	0.000409	1e-05	0.1296	1e-06	0.143567	0.029865	0.00368	1.0	0.206835	0.054337	0.055015	0.157543	0.006597	0.073023	0.029846	0.273123	0.0	0.001913	0.001099	0.119269	0.529453	0.019104	0.036757	0.066352	0.0036	0.078801	0.043028	0.008608	0.007183	0.259754	0.000162	2e-06	3e-06
NRG4	0.027238	0.184355	1.0	0.196621	6.2e-05	0.0	0.001238	0.004145	0.070413	0.011668	0.034247	0.113417	0.049632	9.9e-05	0.000501	0.003457	0.155538	0.184355	0.615669	0.00052	0.003675	0.000198	0.005618	0.056969	0.014575	0.000112	8.6e-05	0.00014	0.033088	0.041709	0.00021	0.000196	0.000103	0.038514
NRN1	0.541429	8e-06	0.00225	0.001759	0.0	0.113589	0.161979	0.173956	0.001034	0.007021	0.002403	0.000933	0.294762	0.0004	0.001137	0.722495	0.004033	8.7e-05	0.031279	0.002814	6.6e-05	0.185272	0.183087	0.000361	0.000699	0.000687	0.000807	0.024436	0.032536	0.00194	0.000552	0.00054	0.00111	0.000447
NRP1	0.131512	2e-06	3e-06	0.004318	0.0	0.260498	0.119806	0.078471	0.037712	0.151177	0.029304	0.400649	0.144718	0.444395	0.312603	0.394492	0.042219	0.151789	0.0	0.003287	0.178804	0.187579	0.381937	0.444395	1.0	0.277214	0.165609	0.247142	0.446147	0.37334	0.468866	0.000714	2.8e-05	1e-06
NRXN1	0.001596	0.000127	0.000205	0.000853	1.2e-05	0.000198	0.000319	0.0	0.0067	3.4e-05	0.003803	0.000318	0.003777	0.001039	0.000127	0.001689	0.009691	6.2e-05	1.0	0.000132	0.000954	0.001229	5.1e-05	0.027786	0.001734	0.001712	0.009937	0.037766	0.008222	6.1e-05	0.00238	0.000494	2.3e-05	4.5e-05
NT5DC2	0.150031	0.004078	0.017599	0.054372	0.00542	0.305433	0.305706	0.200443	0.177675	0.084171	0.163106	0.497885	0.370527	0.086416	0.228038	0.2263	0.869103	0.056138	0.001092	0.07349	1.0	0.226935	0.284358	0.277631	0.265411	0.282376	0.152932	0.317208	0.607946	0.234795	0.206225	0.003089	0.001565	0.018759
NT5DC3	0.077873	0.098421	0.08915	0.028895	0.001269	0.029079	0.033017	0.05346	1.0	0.092219	0.091504	0.060959	0.029409	0.078279	0.055996	0.042612	0.064385	0.001735	0.075744	0.243035	0.059135	0.06854	0.085	0.063003	0.051158	0.044977	0.039721	0.037204	0.072469	0.053254	0.187349	0.045036	0.035253	0.019223
NT5DC4	3.2e-05	0.000107	0.000167	0.03188	2e-05	7e-06	0.000254	1e-05	0.046624	3.6e-05	0.000209	0.008366	0.001155	2.7e-05	0.000107	0.000697	0.000279	0.010295	1.0	0.000111	0.000741	4.7e-05	0.001129	4.7e-05	2.7e-05	2.9e-05	2.4e-05	3.5e-05	0.007981	5.7e-05	0.002902	0.0	2.8e-05	4.5e-05
NT5E	0.81515	0.157238	0.029429	2.2e-05	0.00026	0.212361	0.301766	0.172131	0.104303	0.113025	0.076524	0.064048	0.276633	0.264468	0.33177	0.395059	0.247253	0.0	2e-05	0.051678	0.431099	0.356396	1.0	0.495217	0.936162	0.725127	0.415965	0.337983	0.914628	0.676299	0.69816	0.005114	0.009177	0.007082
NTSR1	1.8e-05	0.000123	0.000207	0.176448	0.0	0.063496	0.037656	0.003393	0.00449	2.3e-05	0.000852	0.000328	0.001722	0.009233	0.17539	0.086882	0.018149	0.005807	0.045601	0.005351	0.001011	3.8e-05	0.216674	0.005256	0.066043	0.012355	0.003376	0.006428	0.002181	0.048451	0.149446	0.000355	1.2e-05	0.003267
NUF2	0.118035	0.05376	0.047705	0.00537	0.073074	0.398248	0.6267	0.151431	0.0	0.105662	0.013928	0.011189	0.237417	0.032293	0.195463	0.01246	0.366848	0.076305	0.022336	0.175798	0.55	0.035223	0.241536	0.302295	0.204164	0.013199	0.018749	0.051801	0.070926	0.261426	0.685551	0.063603	0.045138	0.044315
NUMBL	0.067877	0.002105	0.00287	0.0	0.006326	0.047975	0.068628	0.028787	0.025843	0.031795	0.031458	0.362025	0.087724	0.084578	0.405155	0.123214	0.021476	0.006827	0.018772	0.038794	0.098006	0.060364	0.116473	0.049267	0.082144	0.154105	0.045565	0.079773	0.14203	0.225728	0.076988	0.004497	0.00042	0.001144
NXF3	0.009256	0.000168	0.000262	0.005088	3.1e-05	1.1e-05	0.000399	1.6e-05	0.011056	0.006686	0.001427	0.000398	1.0	4.2e-05	0.047419	4e-05	0.011713	0.099947	0.03163	0.020104	0.001162	0.020605	0.009819	0.010719	4.2e-05	4.6e-05	0.001419	0.012479	0.001107	0.002276	7.7e-05	0.0	4.4e-05	7e-05
NXPH4	0.086043	0.021147	0.183794	0.0	0.001484	0.011261	0.045227	0.001994	0.016737	0.002907	0.093789	0.659276	0.181403	0.01943	0.039479	0.023238	0.420367	0.000122	2e-06	0.004088	0.037209	0.022668	0.037511	0.171276	0.03136	0.025383	0.014166	0.060631	1.0	0.06127	0.062353	0.000335	1.5e-05	2.5e-05
OAF	0.085057	0.002622	0.0	0.126498	0.006729	0.039525	0.293198	0.084788	0.016087	0.057313	0.062756	1.0	0.375273	0.071727	0.190287	0.122268	0.138834	0.048191	0.00013	0.102241	0.468549	0.028756	0.454827	0.069787	0.073567	0.198205	0.117961	0.074813	0.078437	0.375273	0.167078	0.007925	0.001704	0.002782
OAS1	0.038885	0.068135	0.201116	0.238777	0.052342	0.017711	0.080086	0.062268	0.008509	0.028376	0.014691	0.016256	0.0	0.005828	0.009349	0.015278	0.009809	0.200725	0.138023	0.866106	0.000652	0.003879	0.010361	0.003843	0.006957	0.0058	0.001192	0.010988	0.002406	0.002477	0.001571	0.016983	0.057433	0.041101
OAZ3	0.073911	0.007566	0.03723	0.007049	0.049093	0.07665	0.070262	0.167941	0.080321	0.003059	0.037787	0.040523	0.193588	0.051816	0.041891	0.045351	0.176985	0.105437	0.0	0.037015	0.383397	0.038283	0.068467	0.049999	0.082763	0.056632	0.066404	0.078413	0.028951	0.086793	0.032622	0.00489	0.034549	0.043763
OCLN	0.014752	0.082339	0.048122	0.000781	0.02859	0.096184	0.010781	0.018842	0.104127	0.525517	1.0	0.004644	0.006893	0.035676	0.011186	0.005767	0.025259	0.0	0.035265	0.002443	0.010248	0.033294	0.048966	0.014075	0.005577	0.001637	0.001819	0.019497	0.002562	0.007248	0.012429	0.022423	0.010938	0.026217
OLAH	9e-06	0.000111	0.000193	0.000908	0.001153	0.045495	0.182526	0.022991	0.039259	0.199545	1.0	0.006033	1.3e-05	2e-06	0.000111	0.0	0.054114	5e-06	0.468512	0.006483	0.000977	0.009093	0.169095	0.08151	0.003339	5e-06	0.003778	0.00126	0.008546	4.3e-05	0.012141	0.000116	0.022686	2.6e-05
OLFM1	0.168921	0.000951	6.2e-05	0.264795	0.0	0.009854	0.037583	0.306464	0.004822	0.001206	0.002108	0.122876	0.597394	0.038621	0.017879	0.057044	0.020615	0.00083	0.000555	0.3832	0.113556	0.003266	0.148145	0.060691	0.022302	0.071078	0.114574	0.052768	0.02529	0.071424	0.057775	0.0	4e-06	1.1e-05
OLFM2	0.027331	0.000921	0.002309	3.6e-05	0.035744	0.010819	0.0	0.016411	0.0764	0.019376	0.102285	0.267675	0.173009	0.010021	0.075741	0.656125	0.060605	0.000174	0.016437	0.04668	0.00013	0.005324	0.038593	0.259644	0.009481	0.044824	0.055913	0.141588	0.782749	0.047954	0.008405	0.032103	0.027368	0.04417
OLFM4	0.00071	0.001194	0.001798	1.3e-05	0.000581	4e-06	0.000134	0.002543	0.001699	0.011171	0.000148	0.000134	1.8e-05	1.4e-05	0.001736	1.4e-05	0.000147	0.0	0.250913	5.9e-05	0.000391	0.003269	0.000793	2.5e-05	0.006947	0.000514	1.3e-05	1.8e-05	0.002008	3e-05	0.001062	0.0	1.5e-05	2.4e-05
OLFML2B	0.117355	9e-06	0.000353	0.008495	0.0	0.001332	0.003712	0.000711	0.002397	0.005714	0.000377	0.267052	0.007651	0.017668	0.055298	0.405217	0.001996	0.013252	0.003295	0.016124	0.010963	0.279674	0.127444	0.007334	0.056491	0.03844	0.034433	0.054831	0.049079	0.081112	0.024071	0.000305	0.000228	0.000351
OLR1	1.6e-05	0.001126	8.3e-05	0.82606	0.000266	0.000171	0.018293	0.000339	0.004194	0.013479	0.006141	0.000126	0.139558	0.013524	5.3e-05	0.005429	0.003376	0.702502	0.10694	5.5e-05	1.0	0.0043	0.000911	0.030777	1.3e-05	0.002023	0.057872	1.7e-05	0.004187	0.000948	2.4e-05	0.0	1.4e-05	2.2e-05
ORAI3	0.175476	0.16546	0.197403	0.137593	0.113825	0.053619	0.068228	0.160783	0.221187	0.189473	0.137537	0.389726	0.196561	0.391081	0.170182	0.391295	0.146392	0.197871	0.207528	0.237181	0.44064	0.408043	0.2039	0.200596	0.205496	0.333429	0.33301	0.217412	0.309477	0.474094	0.134025	0.0	0.011806	0.023975
OSTM1	0.016008	0.009906	0.013346	0.026981	0.034086	0.010445	0.02572	0.017837	0.071381	0.025202	0.062834	0.032102	0.018198	0.020333	0.084758	0.015571	0.029499	0.058179	0.043459	1.0	0.01017	0.02392	0.016496	0.054242	0.044342	0.010303	0.028788	0.016337	0.068976	0.019941	0.029997	0.0188	0.030311	0.026278
OTOF	0.004197	5.9e-05	0.000104	0.004047	0.015524	0.017015	0.036278	1.0	0.00011	0.003083	0.00016	0.016416	0.020017	0.0	5.9e-05	0.001192	0.000186	0.002109	0.044982	0.001657	0.000527	1.5e-05	0.01474	0.006876	0.0	0.000527	0.003583	0.001975	0.000501	2.2e-05	0.011412	0.000704	0.012661	0.080263
OVOL1	3e-06	0.000312	2.2e-05	1e-06	0.000621	0.0	3.4e-05	0.0	0.014628	0.015043	0.152001	3.4e-05	4e-06	3e-06	1.4e-05	0.000186	0.01975	0.023209	0.000894	1.4e-05	0.000101	5e-06	6e-06	0.000197	3e-06	0.000134	2e-06	4e-06	2e-06	0.000199	0.000166	3e-06	3e-06	5e-06
OXCT1	0.516284	0.293519	0.323953	0.030652	0.225641	0.363198	0.24017	0.320012	0.164982	0.165663	0.181618	0.139438	0.214701	0.470837	0.332161	0.243601	0.342817	0.019055	0.0	0.332885	0.469476	0.361555	0.332475	0.378786	1.0	0.516839	0.366754	0.578585	0.539047	0.431655	0.551094	0.411691	0.375976	0.383388
